"","language","Lmin","L","Lrand","eta","psi","omega"
"L","Arabic",3.38556463555092,5.55601461416114,5.55569025609941,0.609738828919506,-0.000149465108681428,1.55469843030115e-05
"L1","Czech",4.7212101910828,7.25480655923567,7.25448369565217,0.651015465728757,-0.000127449161297507,3.1197485092547e-05
"L2","German",4.52905779030684,8.54700873034804,8.54722445695897,0.530512009171597,5.36878205469812e-05,1.24587837294188e-05
"L3","English",3.7854976564654,6.99071200165426,6.99114521841795,0.542190826025343,0.000135141731994323,3.46101245135815e-05
"L4","Finnish",6.54858787831635,9.27074184937369,9.27162238552855,0.706619814708738,0.000323365771725409,3.28920687139654e-05
"L5","French",3.69232593435781,7.47216857759438,7.47094582513857,0.494897861714959,-0.000323597633835103,5.04789557244806e-05
"L6","Hindi",3.02678652091427,5.83217326723281,5.8320735444331,0.519639958403587,-3.55481627658582e-05,2.69660115956645e-05
"L7","Indonesian",4.13312325346334,7.33814465723289,7.33681462140992,0.563553699420426,-0.000415157288956484,-4.75954653184353e-05
"L8","Icelandic",4.43613060726274,7.87743242538908,7.87854251012146,0.563935864751681,0.000322472953181551,-3.00417545586817e-05
"L9","Italian",3.80476736190694,7.6336442392849,7.63324360699865,0.499082660175369,-0.000104645362957396,1.55466696553981e-05
"L10","Japanese",1.44762905768687,2.71040479645875,2.71104699093157,0.536282036487989,0.000508299317217369,0.000113858428765102
"L11","Japanese-romaji",2.75329505943236,6.09319699684645,6.092390183543,0.452630538013164,-0.000241626330924658,-5.39510656702226e-05
"L12","Japanese-strokes",5.17277762056838,13.9310255261349,13.9350783182193,0.372494002609766,0.000462526021897248,1.63061833423513e-05
"L13","Korean",2.38498840396374,3.19302910815939,3.1931396390631,0.747009547974154,0.000136770073355903,5.8488605920375e-05
"L14","Polish",5.16099051085402,7.96995555959964,7.97025515077091,0.64787635844182,0.00010664398327488,-1.92827986039869e-05
"L15","Portuguese",3.56594888675536,7.47566163992136,7.47780908770694,0.477950830513518,0.000548958213039542,-2.81311342418225e-05
"L16","Russian",5.18662061908416,8.07518796175492,8.07532140860816,0.642645589268913,4.61961493973323e-05,-6.71762606888574e-05
"L17","Spanish",3.73523692074183,7.58809725940331,7.58837814397225,0.493114297470711,7.28975536224456e-05,-3.21897608104755e-06
"L18","Swedish",4.31117516363418,7.95992567225125,7.96011639849367,0.542207375363532,5.22689268324183e-05,3.7917531491918e-05
"L19","Thai",3.16893392559689,6.36433546085508,6.36452550885541,0.498442444070655,5.94719304308483e-05,8.20246959922773e-05
"L20","Turkish",5.34920522282146,7.91465407110417,7.91550125128809,0.676096809932237,0.00033011787203072,5.20582281704759e-05
"L21","Chinese",1.46840336134454,2.18307784481793,2.18306175819755,0.673232199773522,-2.25095240640162e-05,-1.57622615287181e-05
"L22","Chinese-pinyin",3.87607843137255,6.58246663361344,6.58217662442165,0.589383999417666,-0.000107168761482634,-3.53192423779819e-05
"L23","Chinese-strokes",3.24448179271709,7.88318788067227,7.88432910883122,0.413036516008677,0.000245962438244324,3.49635016294332e-05
