"","language","Lmin","L","Lrand","eta","psi","omega"
"L","Arabic",3.38556463555092,5.55667059178413,5.55569025609941,0.609666854748111,-0.000451741445488828,5.16317174075055e-05
"L1","Czech",4.7212101910828,7.25450381528662,7.25448369565217,0.651047379847587,-7.9421485337803e-06,-6.49954192986312e-05
"L2","German",4.52905779030684,8.54253387726336,8.54722445695897,0.530792033536091,0.00116734324002414,-9.50709453450477e-07
"L3","English",3.7854976564654,6.98936489109457,6.99114521841795,0.542293094482354,0.000555372132765731,0.0001071543288116
"L4","Finnish",6.54858787831635,9.27004950595192,9.27162238552855,0.706672205581378,0.000577620141229544,-2.98759752387886e-06
"L5","French",3.69232593435781,7.47509913678619,7.47094582513857,0.494710413569763,-0.00109916100790041,-1.67475602199651e-06
"L6","Hindi",3.02678652091427,5.83264688318728,5.8320735444331,0.51959636799832,-0.000204377929736849,-1.24026928281039e-05
"L7","Indonesian",4.13312325346334,7.33824058505262,7.33681462140992,0.563546002661226,-0.000445100191911325,-0.000180203317290745
"L8","Icelandic",4.43613060726274,7.87714950259384,7.87854251012146,0.563979492028659,0.000404660327389908,-0.000179631220486307
"L9","Italian",3.80476736190694,7.63529455878982,7.63324360699865,0.498962744260643,-0.000535709681834546,-0.000133145846192964
"L10","Japanese",1.44762905768687,2.71044500545741,2.71104699093157,0.53625767994967,0.000476473745007308,0.000120417809448834
"L11","Japanese-romaji",2.75329505943236,6.09561002668392,6.092390183543,0.452457705318197,-0.000964286137782779,-0.000124660068034104
"L12","Japanese-strokes",5.17277762056838,13.9194547115657,13.9350783182193,0.372789089863553,0.00178304844728842,-4.08252399253996e-06
"L13","Korean",2.38498840396374,3.19307651275564,3.1931396390631,0.746998977383413,7.81119977529216e-05,9.47002023609164e-06
"L14","Polish",5.16099051085402,7.96954759521643,7.97025515077091,0.647912766538391,0.000251865041273025,-6.33918834100304e-06
"L15","Portuguese",3.56594888675536,7.4766828784346,7.47780908770694,0.477909690794975,0.000287896094054034,-0.000398803708306891
"L16","Russian",5.18662061908416,8.07396986441545,8.07532140860816,0.642749346425475,0.000467872684360903,-0.000151932569617196
"L17","Spanish",3.73523692074183,7.58909314139354,7.58837814397225,0.493049549534906,-0.000185562215312304,3.3643700604926e-06
"L18","Swedish",4.31117516363418,7.96274394403411,7.96011639849367,0.542011174854422,-0.000720084367306196,-0.000311478261387727
"L19","Thai",3.16893392559689,6.36440994817694,6.36452550885541,0.498433013938731,3.61625306162839e-05,-6.08458200564262e-05
"L20","Turkish",5.34920522282146,7.91303024411013,7.91550125128809,0.676234537151208,0.000962869111960517,0.000153982740902218
"L21","Chinese",1.46840336134454,2.1828657254902,2.18306175819755,0.673298473244798,0.000274302671336135,-8.85352436129898e-05
"L22","Chinese-pinyin",3.87607843137255,6.58183003361344,6.58217662442165,0.589439444458004,0.00012807769100574,5.42658768353863e-05
"L23","Chinese-strokes",3.24448179271709,7.87891952941176,7.88432910883122,0.413277968373241,0.00116589599848892,6.64718270918828e-05
