,word,frequency,n_characters
인,150,1
년,140,1
그,131,1
수,123,1
는,94,1
이다,93,2
있다,89,2
것,80,1
이,73,1
있는,73,2
및,57,1
그는,55,2
한,50,1
대한,49,2
중,49,1
일,47,1
월,45,1
의,44,1
후,42,1
이었다,41,3
말했다,39,3
고,39,1
두,38,1
더,38,1
되었다,35,3
또한,34,2
같은,34,2
그러나,32,3
대해,29,2
에,28,1
때문에,28,3
가,27,1
인해,27,2
도,27,1
한다,27,2
다른,26,2
가장,25,2
이후,25,2
자신의,25,3
것으로,24,3
큰,24,1
새로운,24,3
이라,24,2
그의,23,2
세,23,1
있었다,22,3
때,22,1
였다,22,2
동안,21,2
많은,21,2
것은,21,2
라고,21,2
통해,21,2
위해,21,2
와,20,1
전,20,1
그녀는,20,3
이러한,20,3
그리고,19,3
당시,19,2
나는,19,2
것을,19,2
만,18,1
세계,18,2
라는,18,2
여러,18,2
위한,18,2
미국,18,2
것이,18,2
했다,17,2
에서,17,2
된,17,1
지역,16,2
따르면,15,3
모든,15,2
은,15,1
영국,14,2
내,14,1
거의,14,2
될,14,1
결과,13,2
해,13,1
를,13,1
않았다,13,3
있으며,13,3
지역의,13,3
다양한,13,3
없는,12,2
명의,12,2
또는,12,2
영향을,12,3
정도,12,2
있다고,12,3
명,12,1
이며,12,2
경우,11,2
기원전,11,3
그것은,11,3
몇,11,1
약,11,1
정부는,11,3
세기,11,2
이는,11,2
그들은,11,3
월에,10,2
을,10,1
년대,10,2
라,10,1
물론,10,2
시작했다,10,4
년간,10,2
중국,10,2
마지막,10,3
못했다,10,3
그녀의,10,3
개의,10,2
영화,10,2
함께,10,2
특히,10,2
전쟁,10,2
자신이,10,3
과,10,1
대통령,10,3
국가,10,2
그녀가,10,3
다시,10,2
명이,10,2
않은,10,2
그가,9,2
이고,9,2
경제,9,2
필요한,9,3
때문,9,2
반면,9,2
중국의,9,3
년에,9,2
데,9,1
차,9,1
정부,9,2
현재,9,2
이미,9,2
따라,9,2
이것은,9,3
사람이,9,3
기후,9,2
주,9,1
주요,9,2
유럽,9,2
볼,9,1
받았다,9,3
사람들이,9,4
다수의,8,3
아니다,8,3
결국,8,2
완전히,8,3
발표했다,8,4
여전히,8,3
이런,8,2
바로,8,2
높은,8,2
모습을,8,3
해당,8,2
지난,8,2
제대로,8,3
이번,8,2
사이에,8,3
도시,8,2
이라는,8,3
상당히,8,3
트럼프,8,3
있고,8,2
작은,8,2
할,8,1
되면,8,2
지중해,8,3
모두,8,2
가지,8,2
있던,8,2
수준,8,2
있을,7,2
불구하고,7,4
주는,7,2
최근,7,2
정도로,7,3
하지,7,2
일을,7,2
내가,7,2
년까지,7,3
그것이,7,3
대통령이,7,4
계속,7,2
없었다,7,3
방식으로,7,4
중요한,7,3
이유는,7,3
대부분,7,3
시,7,1
그런,7,2
살,7,1
번,7,1
어느,7,2
로,7,1
경찰은,7,3
우리는,7,3
항상,7,2
갖고,7,2
주장했다,7,4
된다,7,2
등,7,1
아니라,7,3
없다,7,2
작품,7,2
지역에서,7,4
프랑스,7,3
처음으로,6,4
환경,6,2
경찰,6,2
그들의,6,3
영국의,6,3
최초의,6,3
조사,6,2
그리스,6,3
만들어,6,3
독일,6,2
사이의,6,3
이지만,6,3
아직,6,2
있게,6,2
사람들에게,6,5
각,6,1
가능성이,6,4
정말,6,2
자치,6,2
시대,6,2
하는,6,2
출연했다,6,4
이를,6,2
기술,6,2
몇몇,6,2
시대의,6,3
가진,6,2
정치적,6,3
달,6,1
최고,6,2
거,6,1
종종,6,2
하고,6,2
국제,6,2
좋은,6,2
노스,6,2
받은,6,2
매우,6,2
안,6,1
학교,6,2
역할을,6,3
개,6,1
최고의,6,3
지역은,6,3
지역에,5,3
호주,5,2
년에는,5,3
않고,5,2
일부,5,2
측면에서,5,4
누군,5,2
없이,5,2
로마,5,2
인지,5,2
마케도니아의,5,6
승리를,5,3
만들,5,2
사람,5,2
사람들의,5,4
문제에,5,3
지금,5,2
차례,5,2
지역과,5,3
되어,5,2
있다는,5,3
최근의,5,3
설명했다,5,4
나중에,5,3
주로,5,2
온타리오,5,4
친구,5,2
역사적,5,3
영화는,5,3
이란,5,2
일어난,5,3
유로를,5,3
관한,5,2
인가,5,2
우리가,5,3
오스만,5,3
아주,5,2
또,5,1
게,5,1
of,5,2
년대에,5,3
보면,5,2
네,5,1
되는,5,2
전에,5,2
왕조,5,2
이름을,5,3
일어났다,5,4
이상,5,2
결정했다,5,4
강을,5,2
자리,5,2
것과,5,2
그것을,5,3
연방,5,2
시간을,5,3
그들이,5,3
너무,5,2
이탈리아,5,4
지방,5,2
투자자들이,5,5
도움이,5,3
있는데,5,3
있도록,5,3
국가의,5,3
초기,5,2
공화당,5,3
카리브,5,3
최대,5,2
전쟁에서,5,4
자유,5,2
같다,4,2
이상의,4,3
이지,4,2
두고,4,2
요소,4,2
지역을,4,3
다르게,4,3
전국,4,2
교통,4,2
발생한,4,3
문제,4,2
있었기,4,3
종양,4,2
점점,4,2
지하,4,2
이었던,4,3
주의적,4,3
사회,4,2
경고했다,4,4
아시아,4,3
부분을,4,3
가능성을,4,4
년과,4,2
기타,4,2
수도,4,2
항공,4,2
보냈다,4,3
아동,4,2
관련,4,2
받았으며,4,4
사용해,4,3
계약을,4,3
종교,4,2
레코드,4,3
세기에,4,3
생각,4,2
넘는,4,2
이집트,4,3
없을,4,2
당연히,4,3
문제가,4,3
은행,4,2
경이,4,2
시장의,4,3
남부,4,2
있습니다,4,4
왕의,4,2
아마도,4,3
못하게,4,3
기간,4,2
갖게,4,2
크게,4,2
이유로,4,3
이야기했다,4,5
자주,4,2
최근에,4,3
러시아,4,3
청,4,1
시대에,4,3
대해선,4,3
왕조의,4,3
대부분의,4,4
그곳에서,4,4
이메일을,4,4
사실을,4,3
것보다,4,3
부르는,4,3
왕이,4,2
자기,4,2
이후로,4,3
iii,4,3
초반,4,2
의해,4,2
정부가,4,3
올해,4,2
