word,frequency,n_characters
ที่,753,3
ใน,691,2
ของ,492,3
และ,411,3
เป็น,365,4
ได้,363,3
มี,261,2
ว่า,254,3
จะ,243,2
จาก,226,3
กับ,218,3
ไม่,204,3
เขา,201,3
ก็,190,2
ไป,179,2
ปี,178,2
ให้,159,3
นี้,158,3
มา,150,2
ผู้,121,3
ๆ,116,1
ซึ่ง,113,4
แต่,110,3
ขึ้น,110,4
คน,108,2
ถึง,107,3
อยู่,103,4
โดย,103,3
ด้วย,96,4
นั้น,94,4
ทาง,94,3
เมื่อ,93,5
กัน,90,3
ตัว,84,3
มาก,82,3
งาน,75,3
ถูก,75,3
ใช้,71,3
เธอ,69,3
ตาม,69,3
นัก,68,3
ช่วง,68,4
ทำ,65,2
เพื่อ,64,5
กว่า,63,4
หลัง,62,4
แล้ว,62,4
ออก,61,3
เรื่อง,61,6
ครั้ง,60,5
หนึ่ง,60,5
รับ,59,3
แห่ง,57,4
หลาย,57,4
พวก,57,3
ต่อ,56,3
ส่วน,56,4
ลง,55,2
เข้า,54,4
ยัง,53,3
ชาว,53,3
อย่าง,52,5
กล่าว,52,5
ต้อง,52,4
อีก,51,3
เมือง,49,5
ทำให้,48,5
เดือน,48,5
ใหม่,48,4
เกิด,48,4
ผล,47,2
สอง,47,3
ก่อน,46,4
ที่สุด,46,6
แสดง,45,4
คือ,45,3
สามารถ,44,6
สิ่ง,44,4
สูง,44,3
เรา,44,3
เห็น,43,4
ตอน,43,3
นำ,43,2
วัน,42,3
แบบ,42,3
คำ,41,2
ต่าง,40,4
เวลา,39,4
โลก,39,3
ระหว่าง,39,7
หรือ,39,4
ทั้ง,38,4
ตั้ง,38,4
มัน,37,3
การ,37,3
เดียว,35,5
สำหรับ,34,6
แรก,34,3
กำลัง,34,5
ใหญ่,33,4
ดี,33,2
เกี่ยว,33,6
สร้าง,32,5
ใต้,32,3
ดู,31,2
พื้นที่,31,7
ข้อ,31,3
รวม,30,3
จน,30,2
สงคราม,30,6
เช่น,29,4
ด้าน,29,4
ไว้,29,3
ยุค,29,3
ชาย,28,3
เหล่า,28,5
ทะเล,28,4
ทรง,27,3
กอง,27,3
ประเทศ,27,6
ชื่อ,27,4
เสียง,27,5
สู่,26,3
เหนือ,26,5
น้ำ,26,3
เริ่ม,26,5
รัฐบาล,26,6
ขณะ,25,3
ภาย,25,3
ชาติ,25,4
ทุน,25,3
เขต,25,3
