,word,frequency,n_characters
в,753,1
и,477,1
на,257,2
что,159,3
с,156,1
не,127,2
как,112,3
он,102,2
к,100,1
по,100,2
из,98,2
это,92,3
его,85,3
году,84,4
для,82,3
был,74,3
года,63,4
до,61,2
от,61,2
но,60,2
о,55,1
также,51,5
а,51,1
было,49,4
после,48,5
были,47,4
за,46,2
время,45,5
они,45,3
она,44,3
чтобы,43,5
которые,42,7
у,37,1
я,36,1
является,36,8
ее,36,2
который,34,7
когда,34,5
однако,34,6
еще,33,3
их,33,2
же,32,2
во,32,2
была,32,4
того,31,4
то,29,2
больше,29,6
более,29,5
все,29,3
или,28,3
мы,27,2
может,27,5
будет,26,5
между,25,5
чем,25,3
под,23,3
где,21,3
так,21,3
бы,21,2
этот,21,4
сша,21,3
только,21,6
при,20,3
лет,20,3
том,19,3
людей,19,5
этого,19,5
себя,19,4
войны,19,5
города,18,6
которая,18,7
своей,18,5
сказал,18,6
там,17,3
если,17,4
быть,17,4
со,17,2
несколько,16,9
компании,16,8
результате,16,10
очень,15,5
течение,15,7
уже,15,3
века,14,4
часть,14,5
тем,14,3
есть,13,4
стало,13,5
такие,13,5
этой,13,4
говорит,13,7
примерно,13,8
человек,12,7
свои,12,4
этом,12,4
могут,12,5
можно,12,5
возможно,12,8
часто,12,5
без,12,3
другие,12,6
всего,12,5
страны,12,6
многие,12,6
много,12,5
качестве,12,8
основном,11,8
ли,11,2
через,11,5
них,11,3
против,11,6
истории,11,7
стал,11,4
заявил,11,6
находится,11,9
жизни,11,5
влияние,11,7
один,11,4
первой,10,6
мере,10,4
имеет,10,5
мне,10,3
год,10,3
две,10,3
которое,10,7
раз,10,3
вместе,10,6
острова,10,7
люди,10,4
кто,10,3
будут,10,5
море,10,4
части,10,5
три,10,3
двух,10,4
сказала,9,7
свою,9,4
всех,9,4
сделать,9,7
новые,9,5
долларов,9,8
эти,9,3
начале,9,6
октября,9,7
внимание,9,8
день,9,4
которых,9,7
самым,9,5
место,9,5
партии,9,6
других,9,6
период,9,6
ему,9,3
сейчас,9,6
некоторые,9,9
новых,8,5
получили,8,8
образом,8,7
мире,8,4
имя,8,3
таких,8,5
впервые,8,7
последние,8,9
лишь,8,4
места,8,5
конце,8,5
фунтов,8,6
перед,8,5
правительство,8,13
своих,8,5
евро,8,4
начала,8,6
даже,8,4
именно,8,6
этих,8,4
поэтому,8,7
одной,8,5
рост,8,4
затем,8,5
другой,7,6
над,7,3
решение,7,7
императора,7,10
принял,7,6
месяцев,7,7
нет,7,3
одного,7,6
об,7,2
получить,7,8
полиции,7,7
великобритании,7,14
населения,7,9
него,7,4
возможность,7,11
тот,7,3
северной,7,8
крайней,7,7
полностью,7,9
ни,7,2
детей,7,5
здесь,7,5
времени,7,7
государства,7,11
привести,7,8
жителей,7,7
э,7,1
большой,7,7
власти,7,6
своего,7,6
эта,7,3
почему,7,6
около,7,5
которой,7,7
границы,6,7
всегда,6,6
уровень,6,7
поскольку,6,9
южной,6,5
снова,6,5
среды,6,5
наиболее,6,8
являются,6,8
войска,6,6
соглашения,6,10
должны,6,6
потому,6,6
сегодня,6,7
данных,6,6
китай,6,5
значительно,6,11
своем,6,5
несмотря,6,8
два,6,3
составляет,6,10
нас,6,3
стерлингов,6,10
клинтон,6,7
им,6,2
особенно,6,8
отношения,6,9
лучше,6,5
например,6,8
стороны,6,7
америки,6,7
миллионов,6,9
моря,6,4
миллиона,6,8
вернуться,6,9
компаний,6,8
мира,6,4
италии,6,6
империи,6,7
вы,6,2
хорошо,6,6
собой,6,5
среди,6,5
почти,6,5
работает,6,8
начал,6,5
стали,6,5
большая,6,7
каждый,5,6
прав,5,4
просто,5,6
привела,5,7
привело,5,7
практически,5,11
последних,5,9
случае,5,6
похоже,5,6
протяжении,5,10
действительно,5,13
стоит,5,5
правительства,5,13
четыре,5,6
меня,5,4
одним,5,5
австралии,5,9
проблемы,5,8
ними,5,4
европы,5,6
церкви,5,6
главным,5,7
месте,5,5
включая,5,7
хотя,5,4
таким,5,5
труда,5,5
торговли,5,8
помогает,5,8
новый,5,5
работы,5,6
роль,5,4
можем,5,5
найти,5,5
династии,5,8
полония,5,7
исследование,5,12
новой,5,5
дней,5,4
количество,5,10
недели,5,6
веке,5,4
школе,5,5
государство,5,11
школу,5,5
получил,5,7
помощью,5,7
дорогу,5,6
никогда,5,7
полиция,5,7
развития,5,8
армия,5,5
фильм,5,5
стать,5,5
воды,5,4
интервью,5,8
климат,5,6
должности,5,9
договора,5,8
ведь,5,4
регионе,5,7
южная,5,5
котором,5,7
крайне,5,6
зрения,5,6
менее,5,5
мог,5,3
всему,5,5
совет,5,5
онтарио,5,7
эту,5,3
режиссера,5,9
точки,5,5
законодательства,5,16
сразу,5,5
республики,5,10
летом,5,5
работу,5,6
благодаря,5,9
годы,5,4
представителей,5,14
нужно,5,5
делает,5,6
выборов,5,7
момент,5,6
июле,5,4
президента,5,10
самое,5,5
ей,5,2
другими,4,7
трампа,4,6
счет,4,4
возможности,4,11
достаточно,4,10
северная,4,8
безопасности,4,12
связь,4,5
виде,4,4
приблизительно,4,14
последняя,4,9
действия,4,8
даневирке,4,9
де,4,2
проблем,4,7
иногда,4,6
фотографии,4,10
наше,4,4
команда,4,7
хорошей,4,7
широко,4,6
самой,4,5
мир,4,3
апреле,4,6
настолько,4,9
правительству,4,13
президентом,4,11
трамп,4,5
судом,4,5
назад,4,5
территории,4,10
средств,4,7
ранее,4,5
деле,4,4
нового,4,6
января,4,6
показывает,4,10
должно,4,6
остановить,4,10
гражданских,4,11
монастырь,4,9
внешней,4,7
фильма,4,6
шесть,4,5
создать,4,7
реки,4,4
тех,4,3
десяти,4,6
данным,4,6
находятся,4,9
убийство,4,8
могли,4,5
правления,4,9
анализ,4,6
необходимо,4,10
август,4,6
россии,4,6
англии,4,6
удалось,4,7
нашей,4,5
вскоре,4,6
жил,4,3
самом,4,5
большинство,4,11
будучи,4,6
ветра,4,5
целью,4,5
система,4,7
дело,4,4
покинуть,4,8
начиная,4,7
президент,4,9
районе,4,6
одну,4,4
шоу,4,3
представляет,4,12
план,4,4
своим,4,5
имели,4,5
стала,4,5
области,4,7
альбом,4,6
надо,4,4
