 ,frequency,word,meanDuration,medianDuration,stDevDuration,n_characters
,24315,,0.6216475426691344,0.64,0.41553275177200644,0
ал,1278,ал,0.24180751173708917,0.23999999999999932,0.06771779705122222,2
кызды,17,кызды,0.3535294117647059,0.33999999999999986,NA,5
буту,4,буту,0.29749999999999993,0.2849999999999998,NA,4
менен,609,менен,0.3202627257799672,0.30000000000000027,0.07774910137734015,5
жерге,41,жерге,0.3353658536585366,0.32000000000000006,0.058187986396305444,5
басып,30,басып,0.39000000000000007,0.3849999999999998,0.07567474259399017,5
алган,120,алган,0.35683333333333334,0.34999999999999976,0.07627781824066261,5
андай,41,андай,0.33536585365853655,0.32000000000000006,0.08369799254449646,5
кылып,57,кылып,0.2852631578947369,0.27,0.05560213498229277,5
жүргөнүн,5,жүргөнүн,0.622,0.6700000000000002,NA,8
бирөө,22,бирөө,0.35,0.33499999999999985,0.09582180431310079,5
көрүп,21,көрүп,0.33571428571428574,0.32000000000000006,0.07345691504104247,5
калып,16,калып,0.34750000000000003,0.33499999999999996,NA,5
күйөөмө,2,күйөөмө,0.665,0.665,NA,7
айтыптыр,2,айтыптыр,0.7799999999999998,0.7799999999999998,NA,8
суутуунун,2,суутуунун,1.1199999999999999,1.1199999999999999,NA,9
экинчи,60,экинчи,0.4681666666666666,0.44500000000000006,0.08716826002367804,6
баскычында,4,баскычында,0.765,0.8049999999999999,NA,10
короздордун,2,короздордун,0.865,0.865,NA,11
машыгуусу,2,машыгуусу,0.7899999999999998,0.7899999999999998,NA,9
башталат,13,башталат,0.6330769230769231,0.6499999999999999,NA,8
өзүн,26,өзүн,0.3511538461538461,0.3500000000000001,0.07627515590468516,4
саясий,57,саясий,0.5357894736842105,0.52,0.07958108230683036,6
мотивдер,6,мотивдер,0.6016666666666666,0.605,NA,8
камакка,50,камакка,0.47379999999999994,0.46999999999999975,0.05524092685681515,7
алынды,34,алынды,0.506764705882353,0.5149999999999999,0.0771065186927376,6
деп,504,деп,0.21829365079365082,0.20999999999999996,0.05857996399717057,3
эсептеп,4,эсептеп,0.5425000000000001,0.5349999999999999,NA,7
жатат,200,жатат,0.39909999999999995,0.3900000000000001,0.08003867815000448,5
кыргызстанда,38,кыргызстанда,0.7257894736842107,0.7050000000000002,0.15025647510257023,12
себат,2,себат,0.5099999999999999,0.5099999999999999,NA,5
түрк,15,түрк,0.274,0.27,NA,4
лицейлери,2,лицейлери,0.645,0.645,NA,9
сапат,2,сапат,0.51,0.51,NA,5
деген,108,деген,0.32472222222222225,0.31000000000000005,0.06014578482403209,5
атка,4,атка,0.2974999999999998,0.3099999999999996,NA,4
көчтү,2,көчтү,0.5400000000000005,0.5400000000000005,NA,5
бирок,426,бирок,0.36450704225352104,0.3500000000000001,0.08190436537680734,5
мен,464,мен,0.25762931034482756,0.25,0.06166497778910872,3
азыркы,22,азыркы,0.4627272727272727,0.4600000000000002,0.07764615650394242,6
ишине,5,ишине,0.352,0.34999999999999987,NA,5
баа,15,баа,0.284,0.27,NA,3
бере,28,бере,0.22178571428571425,0.20999999999999996,0.0736814364791611,4
албайм,31,албайм,0.4061290322580646,0.3999999999999999,0.0729859650385735,6
аларды,59,аларды,0.41644067796610174,0.3999999999999999,0.07324818993227017,6
тез,25,тез,0.24600000000000005,0.2500000000000002,0.05635601121442148,3
арада,6,арада,0.35666666666666663,0.3500000000000001,NA,5
табыш,7,табыш,0.3642857142857143,0.33000000000000007,NA,5
керек,325,керек,0.36606153846153844,0.3500000000000001,0.08274815859872223,5
билдирди,56,билдирди,0.5246428571428572,0.5149999999999999,0.08562718789101068,8
милицкий,1,милицкий,0.9499999999999997,0.9499999999999997,NA,8
ортосундагы,9,ортосундагы,0.7188888888888889,0.7399999999999998,NA,11
эмгек,17,эмгек,0.4358823529411765,0.41999999999999993,NA,5
чуусун,2,чуусун,0.4949999999999999,0.4949999999999999,NA,6
караган,4,караган,0.4375000000000001,0.41500000000000004,NA,7
ошентип,25,ошентип,0.5024000000000001,0.5,0.09642738200324633,7
укук,24,укук,0.3508333333333333,0.32499999999999996,0.10193611833997908,4
коргоочу,11,коргоочу,0.5781818181818181,0.5499999999999998,NA,8
өмүр,6,өмүр,0.27499999999999997,0.29499999999999993,NA,4
бою,22,бою,0.3140909090909091,0.31499999999999995,0.07802441872487985,3
эркинен,4,эркинен,0.4899999999999999,0.47,NA,7
ажыратууга,1,ажыратууга,0.7500000000000004,0.7500000000000004,NA,10
өкүм,12,өкүм,0.3116666666666666,0.2999999999999998,NA,4
чыкты,52,чыкты,0.4446153846153845,0.44500000000000006,0.05881723774218999,5
бай,6,бай,0.24166666666666667,0.21499999999999986,NA,3
депутаттар,24,депутаттар,0.6879166666666666,0.6849999999999999,0.061235826024386174,10
эмне,143,эмне,0.285944055944056,0.2799999999999998,0.07051496654346677,4
кааласа,7,кааласа,0.5371428571428571,0.56,NA,7
ошону,13,ошону,0.40076923076923054,0.36,NA,5
жасабашы,2,жасабашы,0.5850000000000002,0.5850000000000002,NA,8
кагаздарыңды,1,кагаздарыңды,0.79,0.79,NA,12
өрттөйбүз,1,өрттөйбүз,0.6200000000000001,0.6200000000000001,NA,9
дегенге,1,дегенге,0.4299999999999997,0.4299999999999997,NA,7
да,548,да,0.17536496350364966,0.16000000000000014,0.07074198785330124,2
жеткен,6,жеткен,0.4449999999999999,0.45999999999999996,NA,6
биз,348,биз,0.25287356321839083,0.24000000000000007,0.06738392396664471,3
балдары,17,балдары,0.491764705882353,0.48,NA,7
жашаган,11,жашаган,0.5472727272727272,0.54,NA,7
бир,499,бир,0.21833667334669338,0.20999999999999996,0.05713113696906677,3
жесир,2,жесир,0.355,0.355,NA,5
аялдын,5,аялдын,0.42000000000000004,0.3999999999999999,NA,6
үйүнө,15,үйүнө,0.3160000000000001,0.33999999999999986,NA,5
кондук,2,кондук,0.655,0.655,NA,6
курсант,2,курсант,0.5,0.5,NA,7
кыздын,10,кыздын,0.383,0.3949999999999999,NA,6
бирөөсүнө,2,бирөөсүнө,0.5750000000000001,0.5750000000000001,NA,9
эскерүү,2,эскерүү,0.49,0.49,NA,7
бергеним,2,бергеним,0.45500000000000007,0.45500000000000007,NA,8
эсимде,8,эсимде,0.4149999999999999,0.42499999999999993,NA,6
прокурорлор,2,прокурорлор,0.8,0.8,NA,11
өкүмдү,13,өкүмдү,0.5053846153846153,0.5099999999999998,NA,6
күчүндө,8,күчүндө,0.47750000000000004,0.4750000000000001,NA,7
калтырууну,2,калтырууну,0.685,0.685,NA,10
суранышты,2,суранышты,0.73,0.73,NA,9
эсептейт,43,эсептейт,0.5767441860465117,0.5699999999999998,0.10932607362004121,8
эшикти,4,эшикти,0.59,0.6100000000000001,NA,6
тарткылап,2,тарткылап,0.675,0.675,NA,9
ача,4,ача,0.3149999999999999,0.32499999999999984,NA,3
албай,41,албай,0.3329268292682926,0.32000000000000006,0.07002591514850402,5
койдум,8,койдум,0.40375,0.3800000000000001,NA,6
мурдараак,7,мурдараак,0.7285714285714285,0.6700000000000002,NA,9
султан,5,султан,0.44000000000000006,0.43000000000000016,NA,6
жумагулов,3,жумагулов,0.5966666666666666,0.5399999999999998,NA,9
ктркнын,3,ктркнын,0.75,0.7300000000000001,NA,7
башчысы,17,башчысы,0.5482352941176468,0.5899999999999999,NA,7
болчу,149,болчу,0.4229530201342282,0.41999999999999993,0.07220871459895371,5
адамдын,14,адамдын,0.49500000000000005,0.4899999999999999,NA,7
канча,48,канча,0.3614583333333334,0.35499999999999976,0.06103242250822283,5
алаарын,6,алаарын,0.5366666666666667,0.53,NA,7
комиссия,14,комиссия,0.5542857142857142,0.55,NA,8
аныктайт,3,аныктайт,0.5100000000000002,0.54,NA,8
полиция,16,полиция,0.5418749999999999,0.565,NA,7
жол,89,жол,0.25157303370786516,0.24999999999999978,0.055967463991394836,3
кырсыгы,3,кырсыгы,0.41333333333333316,0.4299999999999997,NA,7
боюнча,285,боюнча,0.4635789473684211,0.43999999999999995,0.09925952998895778,6
текшерүү,8,текшерүү,0.5549999999999999,0.505,NA,8
жүргүзүп,14,жүргүзүп,0.4185714285714286,0.4349999999999996,NA,8
талаада,10,талаада,0.5,0.48,NA,7
мал,7,мал,0.2514285714285714,0.24,NA,3
багып,9,багып,0.3255555555555556,0.33000000000000007,NA,5
жүрүп,29,жүрүп,0.28172413793103457,0.2799999999999998,0.04541524622606461,5
көп,127,көп,0.25858267716535444,0.25,0.05876316283368872,3
эле,583,эле,0.22497427101200684,0.20999999999999996,0.07804179965959507,3
жерди,11,жерди,0.3690909090909091,0.34999999999999964,NA,5
көрөбүз,6,көрөбүз,0.5683333333333332,0.59,NA,7
анткени,86,анткени,0.53,0.5049999999999999,0.09983707658212511,7
кыргызстандагы,10,кыргызстандагы,0.833,0.81,NA,14
реалдуулук,3,реалдуулук,0.7133333333333334,0.73,NA,10
ушундай,53,ушундай,0.46377358490566034,0.4400000000000004,0.07124834099609353,7
бүгүн,29,бүгүн,0.35724137931034483,0.35,0.06746117921846444,5
текебаев,18,текебаев,0.6305555555555555,0.6,NA,8
үчүн,334,үчүн,0.32041916167664675,0.31000000000000005,0.07124515567868771,4
чогулганыбыз,2,чогулганыбыз,0.7899999999999998,0.7899999999999998,NA,12
жок,442,жок,0.3003619909502262,0.29000000000000004,0.08905667118194441,3
лидер,2,лидер,0.37999999999999995,0.37999999999999995,NA,5
ким,122,ким,0.2011475409836066,0.18999999999999995,0.05067085561451805,3
экендиги,8,экендиги,0.4975,0.51,NA,8
дароо,31,дароо,0.38612903225806444,0.3700000000000001,0.10190689676729879,5
көрүнөт,8,көрүнөт,0.45999999999999996,0.45499999999999985,NA,7
адаттагыдай,2,адаттагыдай,0.775,0.775,NA,11
анын,304,анын,0.33881578947368424,0.33000000000000007,0.07156092555635368,4
бул,1032,бул,0.23415697674418606,0.22999999999999998,0.06181419528026509,3
наам,2,наам,0.32499999999999996,0.32499999999999996,NA,4
атаандашы,4,атаандашы,0.71,0.71,NA,9
лионель,4,лионель,0.5299999999999999,0.5599999999999998,NA,7
месси,4,месси,0.49,0.46499999999999986,NA,5
болду,108,болду,0.39527777777777784,0.3999999999999999,0.0769494583203967,5
отчет,4,отчет,0.43249999999999994,0.44999999999999996,NA,5
