 ,frequency,word,meanDuration,medianDuration,stDevDuration,n_characters
22,তেও,0.28954545454545455,0.2499999999999999,0.14571587725130325
10,এজন,0.39900000000000013,0.3600000000000001,NA
13,মোৰ,0.36769230769230765,0.26,NA
2,বুজিব,0.8650000000000002,0.8650000000000002,NA
3,তাইৰ,0.3666666666666667,0.3700000000000001,NA
2,কপাল,0.3650000000000003,0.3650000000000003,NA
1,ত্ৰিশ,0.5900000000000001,0.5900000000000001,NA
1,পয়ত্ৰিশ,0.6699999999999997,0.6699999999999997,NA
1,উপাৰ্জনক্ষম,0.6999999999999997,0.6999999999999997,NA
16,তেওঁৰ,0.4175,0.31500000000000006,NA
1,বিয়াৰ,0.5199999999999996,0.5199999999999996,NA
7,হৈছিল,0.41285714285714287,0.43000000000000016,NA
1,আঙঠিটোৰ,0.48,0.48,NA
1,গুণত,0.56,0.56,NA
4,ঘৰ,0.3799999999999999,0.2849999999999997,NA
2,দুৱাৰ,0.7,0.7,NA
2,সকলোবোৰ,0.4049999999999998,0.4049999999999998,NA
2,সোণৰ,0.7750000000000001,0.7750000000000001,NA
2,পৰিব,0.30500000000000016,0.30500000000000016,NA
8,লগ,0.20750000000000007,0.17500000000000004,NA
3,হাঁহ,0.4033333333333333,0.3600000000000003,NA
2,সিংহই,0.49000000000000005,0.49000000000000005,NA
14,তাৰ,0.255,0.2450000000000001,NA
3,চাৰিওফাল,0.5566666666666666,0.56,NA
1,এসপ্তাহমানৰ,0.81,0.81,NA
8,আগত,0.3212500000000001,0.30500000000000005,NA
4,মোক,0.32499999999999996,0.32999999999999985,NA
3,খবৰ,0.3799999999999999,0.3799999999999999,NA
1,দিবৰ,0.2400000000000002,0.2400000000000002,NA
15,আছিল,0.46333333333333326,0.41999999999999993,NA
1,লভিতাৰ,0.5199999999999998,0.5199999999999998,NA
2,বাপেক,0.39000000000000007,0.39000000000000007,NA
2,বাণেশ্বৰ,0.6799999999999998,0.6799999999999998,NA
1,বৰুৱাই,0.40000000000000036,0.40000000000000036,NA
2,কান্ধত,0.5249999999999999,0.5249999999999999,NA
2,ভাৰ,0.2749999999999999,0.2749999999999999,NA
10,এখন,0.32500000000000007,0.375,NA
5,ওচৰত,0.4219999999999999,0.43999999999999995,NA
1,হোৱাত,0.55,0.55,NA
1,এইবোৰ,1.31,1.31,NA
1,সুযোগ,0.6499999999999995,0.6499999999999995,NA
