 ,frequency,word,meanDuration,medianDuration,stDevDuration,n_characters
1,нас,0.24,0.24,NA
1,иусуф,0.6999999999999997,0.6999999999999997,NA
1,иҟны,0.5899999999999999,0.5899999999999999,NA
1,инеит,1.33,1.33,NA
4,уи,0.23000000000000018,0.17500000000000027,NA
1,ида,0.43999999999999995,0.43999999999999995,NA
5,зегьы,0.6419999999999999,0.6699999999999999,NA
1,ақәӡаара,0.8999999999999999,0.8999999999999999,NA
1,рԥеиԥшуп,1.85,1.85,NA
1,рыбжьара,0.7999999999999998,0.7999999999999998,NA
1,шьоукы,0.6699999999999999,0.6699999999999999,NA
1,иуаа,0.6500000000000004,0.6500000000000004,NA
1,бзиақәоуп,0.8699999999999997,0.8699999999999997,NA
1,шьоукгьы,0.8699999999999992,0.8699999999999992,NA
2,ус,0.06999999999999984,0.06999999999999984,NA
1,иҟам,1.2200000000000006,1.2200000000000006,NA
4,уара,0.27249999999999996,0.27499999999999986,NA
1,гаврил,1.27,1.27,NA
1,ацқьа,0.9900000000000002,0.9900000000000002,NA
1,ила,0.13999999999999968,0.13999999999999968,NA
1,ацхыраара,0.3700000000000001,0.3700000000000001,NA
1,усҭахьан,3.68,3.68,NA
1,аҵыхәтәантәи,1.23,1.23,NA
1,ахынҳәрагьы,1.0499999999999998,1.0499999999999998,NA
3,иара,0.3833333333333333,0.38000000000000034,NA
1,иахь,0.25,0.25,NA
1,мацароуп,1.13,1.13,NA
1,шәнызқьҩыла,0.7700000000000002,0.7700000000000002,NA
1,иҟаз,0.46999999999999975,0.46999999999999975,NA
1,иҵегьы,0.3799999999999999,0.3799999999999999,NA
1,аизҳара,0.7400000000000002,0.7400000000000002,NA
1,иаҿыз,0.5499999999999998,0.5499999999999998,NA
1,иуаажәлар,0.6299999999999999,0.6299999999999999,NA
1,цҳаражәҳәаҩыс,1.2600000000000007,1.2600000000000007,NA
1,дырзынаҳашьҭит,1.2899999999999991,1.2899999999999991,NA
5,ҳәарада,0.6519999999999999,0.5999999999999999,NA
2,унцәа,0.5549999999999999,0.5549999999999999,NA
1,аиааираҵәҟьеи,0.98,0.98,NA
1,ҳәаа,0.3500000000000001,0.3500000000000001,NA
1,змам,1.15,1.15,NA
1,арыцҳашьареи,1.8600000000000003,1.8600000000000003,NA
1,ирқәиҭу,0.8300000000000001,0.8300000000000001,NA
2,иоуп,1.3049999999999997,1.3049999999999997,NA
3,урҭ,0.31333333333333335,0.31999999999999995,NA
3,раасҭа,0.6366666666666668,0.5800000000000001,NA
