 ,frequency,word,meanDuration,medianDuration,stDevDuration,n_characters
gwelais,85,gwelais,0.44529411764705884,0.45000000000000007,0.07880941802695855,7
i,20009,i,0.09019591183967215,0.07000000000000028,0.059716205432051216,1
nhw,1563,nhw,0.1980550223928343,0.16000000000000014,0.11284383299664195,3
ddwy,268,ddwy,0.31705223880597017,0.3000000000000005,0.0789199392514235,4
awr,558,awr,0.3756451612903226,0.36499999999999977,0.1276701718736199,3
yn,29348,yn,0.12031654627231839,0.1100000000000001,0.046099490503418356,2
ôl,1884,ôl,0.24813163481953293,0.22999999999999998,0.09555946272274768,2
mae,9669,mae,0.18202399420829454,0.17000000000000004,0.06040726011165986,3
hi'n,2807,hi'n,0.20151407196294976,0.18999999999999995,0.06430633540638864,4
ddeg,176,ddeg,0.36386363636363633,0.3500000000000003,0.08408066627684657,4
o'r,3045,o'r,0.1433431855500821,0.13,0.04921114358346525,3
gloch,977,gloch,0.42463664278403274,0.3999999999999999,0.11786478085402245,5
y,18734,y,0.05751628055941071,0.050000000000000044,0.027024283239553547,1
nos,210,nos,0.3566666666666667,0.29000000000000004,0.17783475296477194,3
hyn,1604,hyn,0.2833416458852868,0.27,0.103845849990425,3
gwneud,530,gwneud,0.40469811320754717,0.365,0.13285011309147673,6
mi,525,mi,0.17556190476190472,0.16000000000000003,0.06743330374807559,2
deimlo'n,15,deimlo'n,0.456,0.4500000000000002,NA,8
ddiogel,83,ddiogel,0.530843373493976,0.52,0.11178381595934167,7
allech,165,allech,0.35145454545454546,0.33999999999999997,0.07097109120719287,6
chi,2754,chi,0.20539578794480753,0.16999999999999993,0.11870780622468712,3
roi,305,roi,0.24521311475409838,0.21999999999999997,0.09120197271680831,3
rhywbeth,491,rhywbeth,0.4914867617107943,0.45000000000000007,0.14871569001636345,8
fi,983,fi,0.22643947100712106,0.20000000000000018,0.10722256459806716,2
at,761,at,0.20219448094612352,0.18000000000000016,0.08912170283869349,2
beswch,34,beswch,0.684705882352941,0.6950000000000001,0.11592148058629627,6
cafodd,1151,cafodd,0.36194613379669854,0.35,0.08048678346971225,6
nifer,217,nifer,0.3987557603686636,0.3800000000000001,0.09013272248980274,5
o,8540,o,0.08618149882903982,0.07000000000000006,0.050629459376812076,1
swyddogion,99,swyddogion,0.6534343434343436,0.6399999999999999,0.11788234895966482,10
carchar,38,carchar,0.5049999999999999,0.495,0.08339907316874337,7
eu,1873,eu,0.10301655098772022,0.0900000000000003,0.039405684265270656,2
lladd,70,lladd,0.523857142857143,0.52,0.11156713527234556,5
