frequency,word,meanDuration,medianDuration,stDevDuration,n_characters
586,tom,0.2548464163822526,0.2300000000000001,0.08506243235055146,3
90,melihat,0.3893333333333333,0.3799999999999999,0.08467784290268432,7
77,mary,0.4344155844155845,0.41999999999999993,0.13391369477640114,4
4,memecahkan,0.6674999999999999,0.6749999999999999,NA,10
8,kaca,0.32375,0.30000000000000004,NA,4
20,jendela,0.45050000000000007,0.43999999999999995,0.07883860929639402,7
507,kamu,0.30538461538461537,0.28,0.09605457934652953,4
89,dapat,0.33056179775280903,0.31000000000000005,0.09087153207790602,5
10,beristirahat,0.8389999999999999,0.7499999999999999,NA,12
70,sampai,0.40228571428571436,0.38,0.11339518468128483,6
110,malam,0.36509090909090913,0.34,0.10071073532734802,5
15,cuaca,0.4473333333333333,0.42000000000000004,NA,5
261,hari,0.2985057471264368,0.28000000000000025,0.09351094632302744,4
821,ini,0.3076613885505481,0.2899999999999998,0.12137680628892344,3
6,mendung,0.5333333333333333,0.525,NA,7
4,berawan,0.5249999999999999,0.47999999999999987,NA,7
5,tahukah,0.4459999999999999,0.4099999999999999,NA,7
21,kenapa,0.3880952380952381,0.3799999999999999,0.05758637404968705,6
12,langit,0.3658333333333333,0.38500000000000006,NA,6
40,terlihat,0.42325,0.4099999999999999,0.08290827492646347,8
18,berwarna,0.4466666666666666,0.4099999999999999,NA,8
12,biru,0.43333333333333335,0.43000000000000016,NA,4
1,sudahlah,0.91,0.91,NA,8
191,kita,0.32141361256544493,0.30000000000000004,0.09929536811710939,4
925,tidak,0.29942702702702706,0.28000000000000025,0.07018988102724921,5
63,punya,0.29920634920634925,0.29000000000000004,0.0817608942588394,5
77,waktu,0.4022077922077922,0.3500000000000001,0.14947824499891701,5
274,untuk,0.275985401459854,0.2699999999999997,0.06677785439338423,5
74,hal,0.22432432432432434,0.21999999999999986,0.06133405233281593,3
4,biar,0.2625,0.265,NA,4
2,kubantu,0.41,0.41,NA,7
50,memakai,0.4608,0.44500000000000006,0.09640137182528016,7
8,jas,0.305,0.2649999999999999,NA,3
227,apakah,0.46466960352422904,0.44999999999999996,0.08845903557365337,6
1077,di,0.12370473537604455,0.11000000000000032,0.04608379011926122,2
65,luar,0.246923076923077,0.23999999999999977,0.06637777953038665,4
46,dingin,0.4795652173913043,0.5,0.169364255992017,6
245,adalah,0.3731836734693878,0.3599999999999999,0.08857054090361259,6
230,orang,0.31669565217391304,0.31000000000000005,0.07834223140291917,5
845,yang,0.19275739644970413,0.17999999999999972,0.06709330055225697,4
2,menanam,0.4149999999999999,0.4149999999999999,NA,7
5,mawar,0.37800000000000006,0.3999999999999999,NA,5
12,kebun,0.3408333333333333,0.32000000000000006,NA,5
64,sakit,0.41796875000000006,0.4099999999999999,0.12006849483682619,5
9,kepala,0.48222222222222233,0.5000000000000002,NA,6
2155,saya,0.35513225058004644,0.33000000000000007,0.1340741443673219,4
38,berjalan,0.4986842105263158,0.47000000000000003,0.09064844634650705,8
11,pelan,0.4772727272727273,0.40000000000000013,NA,5
229,karena,0.37358078602620093,0.3500000000000001,0.09720803689110052,6
26,kaki,0.37307692307692303,0.3849999999999998,0.09833694039451216,4
167,sedang,0.3527544910179641,0.33000000000000007,0.09220632097258637,6
48,menunggu,0.43770833333333337,0.415,0.11678748809648455,8
23,bus,0.3721739130434783,0.3800000000000001,0.13846419037357738,3
62,bulan,0.3406451612903225,0.31499999999999995,0.11809791669213622,5
123,lalu,0.316260162601626,0.31000000000000005,0.11658669028149402,4
2,flu,0.3550000000000002,0.3550000000000002,NA,3
225,ingin,0.2879111111111111,0.27,0.09018627108414833,5
683,dia,0.2592532942898975,0.24,0.09197825176520137,3
442,ada,0.24538461538461537,0.22999999999999998,0.09663481313541039,3
2,kantorku,0.675,0.675,NA,8
2,angkat,0.3,0.3,NA,6
5,tanganmu,0.45599999999999996,0.42999999999999994,NA,8
9,berbeda,0.49555555555555564,0.4800000000000002,NA,7
2,membenciku,0.73,0.73,NA,10
24,berkata,0.4929166666666666,0.44999999999999996,0.09033652863486129,7
18,namanya,0.5927777777777778,0.5800000000000001,NA,7
189,pada,0.26359788359788355,0.24999999999999978,0.06717528037432634,4
7,daftar,0.5471428571428569,0.5499999999999998,NA,6
154,kami,0.3439610389610389,0.33000000000000007,0.10644842152879642,4
6,sekelas,0.6666666666666669,0.675,NA,7
60,keluar,0.38,0.3500000000000001,0.12053552820360491,6
185,jalan,0.37362162162162166,0.3400000000000001,0.10753345064781293,5
6,baca,0.42500000000000004,0.41500000000000004,NA,4
2,musiknya,0.85,0.85,NA,8
14,dengar,0.35142857142857137,0.3400000000000001,NA,6
2,fiksinya,0.925,0.925,NA,8
15,seminggu,0.596,0.5300000000000002,NA,8
60,sekali,0.4741666666666668,0.44499999999999984,0.14508082687827364,6
307,pergi,0.35123778501628666,0.32000000000000006,0.10740445886141373,5
403,ke,0.12595533498759304,0.11000000000000032,0.05446499619957156,2
5,karaoke,0.61,0.6099999999999999,NA,7
278,apa,0.2993165467625899,0.28,0.09381158903809057,3
80,mungkin,0.38549999999999995,0.355,0.1097511569674607,7
24,kamus,0.3866666666666667,0.37500000000000006,0.10667572425311926,5
173,bahasa,0.375606936416185,0.3599999999999999,0.10505981883194805,6
63,inggris,0.5403174603174602,0.5699999999999998,0.1551062929399546,7
52,lain,0.33000000000000007,0.32499999999999973,0.12237839101833003,4
91,sekolah,0.547032967032967,0.5200000000000005,0.24093565072439524,7
3,diadakan,0.6066666666666666,0.53,NA,8
10,iya,0.421,0.435,NA,3
51,masih,0.3343137254901961,0.33000000000000007,0.07710395325690596,5
41,merasa,0.4368292682926829,0.42999999999999994,0.13627984121634137,6
4,haus,0.5899999999999999,0.6099999999999999,NA,4
15,memasak,0.5299999999999999,0.51,NA,7
29,nasi,0.42896551724137927,0.3900000000000001,0.1445027144477176,4
1,goreng,0.5100000000000002,0.5100000000000002,NA,6
18,mempunyai,0.5694444444444444,0.5250000000000001,NA,9
86,tiga,0.32988372093023255,0.30499999999999994,0.0919653922893442,4
98,lagi,0.44755102040816325,0.43999999999999995,0.11895646976931923,4
118,anak,0.280084745762712,0.27,0.07075291981787979,4
68,bermain,0.4345588235294117,0.41999999999999993,0.09551797242043862,7
27,taman,0.425925925925926,0.44000000000000017,0.10210323807338935,5
16,biasanya,0.5399999999999998,0.51,NA,8
22,bangun,0.4390909090909092,0.3999999999999997,0.1741621874359286,6
52,pukul,0.35403846153846147,0.3350000000000002,0.09086209363828146,5
28,enam,0.39642857142857135,0.32999999999999985,0.19684952489080446,4
22,pertama,0.45272727272727276,0.43500000000000005,0.10043627774587166,7
4,agak,0.37000000000000005,0.38,NA,4
9,membosankan,0.8911111111111111,0.8500000000000001,NA,11
6,apartemen,0.6166666666666666,0.62,NA,9
7,biaya,0.33142857142857146,0.30000000000000004,NA,5
2,sewanya,0.3999999999999998,0.3999999999999998,NA,7
36,mahal,0.4838888888888889,0.4849999999999999,0.1418505808997175,5
136,belajar,0.4706617647058823,0.45000000000000007,0.12841023500157236,7
10,istri,0.3929999999999999,0.3849999999999999,NA,5
19,segera,0.46631578947368435,0.41000000000000014,NA,6
54,pulang,0.3866666666666667,0.355,0.12140684758904431,6
38,selamat,0.44421052631578944,0.43,0.11874641568297269,7
37,siang,0.3921621621621622,0.3400000000000003,0.12039599326885925,5
11,berfungsi,0.5827272727272729,0.5700000000000003,NA,9
84,mana,0.3666666666666667,0.3499999999999999,0.1133002550357441,4
46,selama,0.4004347826086957,0.3800000000000002,0.0852696773442714,6
12,akhir,0.3283333333333333,0.32499999999999996,NA,5
3,pekan,0.4933333333333332,0.5599999999999996,NA,5
30,mata,0.4009999999999999,0.3999999999999999,0.10310189135025606,4
4,cermin,0.41249999999999987,0.3549999999999999,NA,6
215,dari,0.24069767441860465,0.22999999999999998,0.06336348740893666,4
4,jiwa,0.38249999999999995,0.3749999999999998,NA,4
11,soal,0.3899999999999999,0.3899999999999999,NA,4
1,pahami,0.6000000000000001,0.6000000000000001,NA,6
20,bertanya,0.518,0.5299999999999999,0.09897368071201659,8
68,kepada,0.38323529411764706,0.3699999999999999,0.09671378263028739,6
64,guru,0.35390625000000003,0.33999999999999997,0.09427445895422104,4
125,banyak,0.35647999999999996,0.3500000000000001,0.07627683028751048,6
7,siswa,0.41571428571428576,0.4099999999999999,NA,5
71,membeli,0.40830985915492957,0.3899999999999999,0.08315194208698329,7
149,buku,0.3308724832214765,0.31000000000000005,0.10431846307203183,4
651,itu,0.31608294930875575,0.29000000000000004,0.11635827642863246,3
11,toserba,0.6427272727272727,0.6499999999999999,NA,7
9,dibuka,0.4988888888888888,0.52,NA,6
54,kota,0.3303703703703703,0.31000000000000005,0.08870053419172838,4
51,sebelah,0.40588235294117647,0.3900000000000001,0.08168663221331224,7
2,memohon,0.495,0.495,NA,7
10,mengagumkan,0.837,0.78,NA,11
90,satu,0.3531111111111111,0.3200000000000002,0.11365870895952963,4
202,sangat,0.3569801980198021,0.33499999999999996,0.08021296035501879,6
7,singkat,0.48285714285714315,0.4500000000000002,NA,7
4,nikmati,0.41500000000000004,0.43000000000000005,NA,7
3,makananmu,0.75,0.8900000000000001,NA,9
9,namamu,0.5944444444444444,0.5399999999999998,NA,6
32,berada,0.3971875,0.35499999999999987,0.13327716390798106,6
13,diatas,0.47692307692307695,0.4500000000000002,NA,6
62,pintu,0.39112903225806445,0.36,0.11701344799706943,5
5,lemari,0.55,0.54,NA,6
43,tersebut,0.5195348837209302,0.52,0.0721425007940499,8
7,terbuka,0.5814285714285715,0.6000000000000001,NA,7
69,minggu,0.3517391304347826,0.31999999999999984,0.1163280923248491,6
262,bisa,0.2869465648854962,0.27000000000000046,0.07869036395238857,4
41,sibuk,0.43707317073170737,0.42999999999999994,0.11998424693348339,5
60,begitu,0.45433333333333337,0.42500000000000016,0.13522569541534984,6
42,bagus,0.5416666666666666,0.5699999999999998,0.11690973517574052,5
27,masalah,0.5666666666666669,0.54,0.11694837782937854,7
53,negara,0.39490566037735847,0.3900000000000001,0.06979703105624947,6
292,anda,0.33109589041095894,0.31000000000000005,0.11597856946056256,4
5,dengarkan,0.562,0.5700000000000001,NA,9
109,baik,0.3052293577981652,0.30000000000000027,0.0775384770706493,4
6,maksud,0.34,0.32999999999999996,NA,6
8,perkataan,0.5237499999999999,0.5199999999999998,NA,9
462,aku,0.31270562770562776,0.29000000000000004,0.10867889342992934,3
22,menunjukkan,0.6722727272727271,0.6449999999999999,0.1594613497933656,11
39,sesuatu,0.6279487179487179,0.5900000000000003,0.17775174123330262,7
5,singapura,0.7339999999999999,0.74,NA,9
7,demam,0.41571428571428576,0.41999999999999993,NA,5
137,jepang,0.4492700729927007,0.43000000000000005,0.10499744420206243,6
7,arak,0.34571428571428575,0.3300000000000003,NA,4
63,boleh,0.3134920634920635,0.29000000000000004,0.09752020022602977,5
