frequency,word,meanDuration,medianDuration,stDevDuration,n_characters
17,إننا,0.46352941176470586,0.5,NA,4
8,اشترى,0.4775,0.4599999999999999,NA,5
37,لها,0.3291891891891892,0.33000000000000007,0.09598548438807408,3
11,فستانا,0.6254545454545455,0.6100000000000003,NA,6
563,ما,0.21710479573712255,0.2,0.09461084196983514,2
27,حال,0.4255555555555556,0.41000000000000003,0.1149358795601113,3
4,أختك,0.4850000000000001,0.43000000000000005,NA,4
2,خسرنا,0.635,0.635,NA,5
95,تلك,0.3350526315789473,0.31000000000000005,0.09217090605962486,3
16,المباراة,0.73875,0.745,NA,8
3,اختبأ,0.5166666666666667,0.5200000000000001,NA,5
74,توم,0.37729729729729733,0.3699999999999999,0.11829030110309588,3
16,تحت,0.31562500000000004,0.30000000000000004,NA,3
20,الطاولة,0.787,0.665,0.42105256578946865,7
1,أكيليز,0.59,0.59,NA,6
5,بطل,0.378,0.3699999999999999,NA,3
1,أسطوري,0.6000000000000003,0.6000000000000003,NA,6
45,عند,0.28222222222222226,0.26,0.09229126051624156,3
1,الإغريق,0.7599999999999998,0.7599999999999998,NA,7
600,هل,0.23668333333333333,0.22000000000000006,0.08696611349859576,2
177,لك,0.29632768361581924,0.27,0.1029263029139573,2
1018,أن,0.19546168958742632,0.18999999999999995,0.06769874420152874,2
6,تغلق,0.4316666666666665,0.43499999999999994,NA,4
50,الباب,0.4678,0.45500000000000007,0.10208619807170158,5
5,للأسف,0.6500000000000001,0.64,NA,5
351,ذلك,0.5114529914529914,0.5,0.1480362790897553,3
25,صحيح,0.6208000000000001,0.6300000000000003,0.10645499831697272,4
158,عليك,0.4667721518987341,0.45999999999999996,0.09736181772519376,4
58,الذهاب,0.5470689655172414,0.54,0.16404972096833406,6
6,قرر,0.44833333333333325,0.44499999999999995,NA,3
4,يبقي,0.45,0.47,NA,4
4,خطته,0.5924999999999999,0.5899999999999999,NA,4
7,سرا,0.5800000000000001,0.5699999999999998,NA,3
86,أبي,0.342906976744186,0.33000000000000007,0.10877787706600865,3
27,تسعة,0.9440740740740742,0.78,0.504809630982575,4
68,ذاك,0.41235294117647064,0.395,0.12438646621033575,3
3,قاموسي,0.6266666666666668,0.66,NA,6
4,عودوا,0.49,0.49000000000000005,NA,5
674,إلى,0.2357566765578635,0.2200000000000002,0.08454110103185489,3
2,مقاعدكم,1.04,1.04,NA,7
24,أعطني,0.5320833333333334,0.47500000000000003,0.26251259459088927,5
2,الملعقة,0.8499999999999999,0.8499999999999999,NA,7
4,أحببت,0.625,0.5700000000000001,NA,5
2,طوني,0.63,0.63,NA,4
771,لا,0.22555123216601816,0.20999999999999996,0.09835161363355434,2
3,يهمني,0.5833333333333334,0.5900000000000001,NA,5
115,إذا,0.2849565217391304,0.27,0.10406959473928533,3
10,هطل,0.365,0.365,NA,3
11,الثلج,0.5045454545454545,0.51,NA,5
27,سمعت,0.5144444444444445,0.5,0.09353458156595316,4
129,اليوم,0.48713178294573645,0.48,0.12561843141067125,5
13,جديدا,0.6069230769230769,0.6200000000000001,NA,5
205,إنه,0.41229268292682925,0.4,0.09794512366687563,3
8,يأكل,0.54375,0.5049999999999999,NA,4
17,تفاحة,0.7923529411764707,0.73,NA,5
10,شاحنة,0.658,0.6200000000000001,NA,5
11,فوق,0.3963636363636363,0.35999999999999943,NA,3
38,الكلب,0.4902631578947369,0.45999999999999996,0.1429890723873353,5
29,ولد,0.3958620689655172,0.40000000000000013,0.0670563324685889,3
14,جدي,0.45214285714285707,0.44000000000000006,NA,3
14,عام,0.3221428571428571,0.2950000000000004,NA,3
14,ألف,0.3528571428571429,0.32499999999999996,NA,3
335,و,0.11385074626865672,0.10999999999999988,0.05219529590022527,1
9,عشرين,0.5733333333333333,0.5700000000000001,NA,5
5,للميلاد,0.9960000000000002,1.0300000000000002,NA,7
10,يأتي,0.393,0.365,NA,4
39,جون,0.3974358974358974,0.3699999999999999,0.11228998991609902,3
5,سأنزل,0.554,0.5099999999999999,NA,5
34,المحطة,0.7464705882352942,0.6950000000000001,0.3018817985915275,6
8,القادمة,0.67625,0.6849999999999999,NA,7
54,أيمكنك,0.6820370370370369,0.6799999999999999,0.12809753992349515,6
