 ,frequency,word,meanDuration,medianDuration,stDevDuration,n_characters
547,sen,0.31956124314442413,0.3199999999999994,0.07718839872730526
13,speso,0.6807692307692309,0.7000000000000002,NA
315,unua,0.4844761904761905,0.4800000000000004,0.10022567801323178
7918,ne,0.21026269259914118,0.18999999999999995,0.08118801293546958
408,ekzistas,0.7705882352941177,0.75,0.15901616149169046
27647,la,0.17069519296849567,0.16000000000000014,0.05625719094153248
204,dua,0.35872549019607847,0.3500000000000001,0.0921946064334761
1726,kiu,0.3127172653534183,0.30000000000000004,0.08017790373078047
10,pekis,0.635,0.61,NA
2263,tiu,0.3168183826778613,0.3099999999999996,0.08427170793512288
50,pagas,0.5614,0.55,0.141983183827508
315,venas,0.526952380952381,0.5,0.12259500781746882
57,monto,0.5607017543859649,0.54,0.13152755888735698
4899,al,0.20119412124923453,0.19999999999999973,0.06161484576130545
2820,sed,0.34593262411347514,0.33999999999999986,0.08787032756067072
291,homo,0.4924742268041237,0.48,0.1328600320884926
41,homon,0.5546341463414634,0.56,0.10660904185329709
11,renkontas,0.9027272727272728,0.9199999999999999,NA
2,eksilentu,0.9749999999999999,0.9749999999999999,NA
63,malsaĝulo,0.889047619047619,0.8799999999999999,0.16171175357480863
124,ekkriis,0.8287903225806451,0.8200000000000002,0.20351621553794422
89,doktoro,0.7069662921348314,0.6999999999999997,0.15001063973160844
24,turnante,0.6829166666666667,0.665,0.10118769329993796
745,sin,0.36055033557046984,0.3400000000000003,0.09452395129721808
3,veturigisto,1.1699999999999997,1.0999999999999996,NA
49,navo,0.5530612244897959,0.5500000000000003,0.12692195898846417
565,laŭ,0.28592920353982304,0.2799999999999998,0.07509612242378386
55,fasado,0.7096363636363636,0.7000000000000001,0.139256805623488
25,finiĝas,0.7824,0.76,0.13977004924756475
7667,en,0.19632450763010303,0.18999999999999995,0.05870996048889317
4,triangulo,0.98,0.99,NA
409,kie,0.32889975550122247,0.3200000000000003,0.08458092901985438
5,mozaiko,0.774,0.8300000000000001,NA
9940,estas,0.46451609657947684,0.4500000000000002,0.10262936833405474
66,videbla,0.6443939393939395,0.625,0.13207374149872944
477,tiam,0.44522012578616355,0.43000000000000016,0.09805998300209266
2644,ŝi,0.2909379727685325,0.27,0.08612583475712847
231,fariĝis,0.73,0.7200000000000001,0.15003188067004727
17,freneza,0.8370588235294119,0.8200000000000003,NA
3765,vi,0.21403984063745018,0.18999999999999995,0.0913109360450317
8,sonĝis,0.69875,0.675,NA
60,laŭte,0.5358333333333333,0.5300000000000001,0.08988300619282753
1247,diris,0.505308740978348,0.48,0.12933977344251066
1051,plej,0.3156327307326356,0.3099999999999996,0.08211869594018739
427,bona,0.41740046838407496,0.4,0.10515821435688445
4,gvidilo,0.7649999999999999,0.7499999999999999,NA
80,lango,0.5181250000000001,0.5149999999999999,0.09882978270423894
78,klozelo,0.7035897435897436,0.6849999999999999,0.1289817701704277
514,havis,0.4757198443579766,0.46,0.10643234182855428
7,skeptikan,0.9185714285714285,0.97,NA
27,rideton,0.7792592592592592,0.77,0.11097213530798987
