"","language","Lmin","L","Lrand","eta","psi","omega"
"1","Abkhazian",0.665961538461538,0.809582633333333,0.809579831932773,0.823738998492863,-1.95058755570642e-05,2.74846044528659e-06
"2","Arabic",0.351399345335516,0.583883869964976,0.583880725340003,0.60201605160883,-1.35263519696512e-05,1.43205231841968e-05
"3","Assamese",0.360584666298952,0.498281728938224,0.498264675592173,0.724058932482163,-0.000123862179690995,-5.95464251537936e-05
"4","Breton",0.222612391139472,0.514367230961634,0.514374408703879,0.43319506322348,2.46013593710897e-05,-8.97879833949315e-06
"5","Catalan",0.23810838636078,0.676370601855069,0.676342653453332,0.352292117387737,-6.37750259070373e-05,3.44267597081447e-07
"6","Czech",0.303406309712567,0.568426782170285,0.568420221678051,0.533963019367288,-2.47552748644369e-05,1.46129255361232e-06
"7","Chuvash",0.359302804976809,0.541724529417654,0.541728137323127,0.663372836666887,1.97774367519738e-05,2.96228791464441e-07
"8","Hakha Chin",0.221617067956796,0.441920436248594,0.441892757102841,0.502699205057517,-0.000125656834214275,-2.04633728435847e-05
"9","Welsh",0.222697402436154,0.579089566756566,0.579093601364085,0.384858880059077,1.13205683197595e-05,5.48225507733566e-06
"10","German",0.248474733280307,0.761881571502646,0.761893779137137,0.32632466442092,2.37771360244509e-05,5.8757471329716e-07
"11","Dhivehi",0.143726635514019,0.706418367523365,0.706261261261261,0.213248686512992,-0.000279282829736166,-1.69704600484262e-05
"12","Modern Greek",0.290892951425554,0.626808761847941,0.626832960605539,0.464504451062779,7.20329729632383e-05,-1.89465054389442e-05
"13","English",0.192564301653736,0.669125356492635,0.669127514839068,0.288047596932914,4.52898245818669e-06,5.99281021529145e-07
"14","Esperanto",0.351753183298421,0.814129414503349,0.81416693684931,0.432371933870856,8.11445284079527e-05,3.98175502295357e-06
"15","Estonian",0.316387218323474,0.576168546463196,0.576161514063644,0.54934498190434,-2.7071190905149e-05,4.98349180088234e-06
"16","Basque",0.325092769461503,0.625349401145859,0.625338007111686,0.519981263598695,-3.79490920918994e-05,4.2174192488692e-06
"17","Persian",0.258663910188703,0.540236564933615,0.540239039268014,0.479009774282951,8.78747496799172e-06,-7.65016904756126e-07
"18","French",0.208549830132167,0.631245069144934,0.631221800640278,0.330619964785862,-5.50509763586689e-05,-2.88951457533185e-06
"19","Western Frisian",0.258386234997543,0.609940291818131,0.609922462125731,0.424119594068382,-5.07193598405665e-05,2.47636929680784e-07
"20","Irish",0.223834594785996,0.466277259270792,0.466292758773878,0.480807609473731,6.39265052225798e-05,1.46540275214583e-05
"21","Interlingua",0.320620082612116,0.688484595517309,0.688455911041748,0.466209518167229,-7.79817335459e-05,-8.04930322785385e-06
"22","Indonesian",0.272296199954761,0.522504094501696,0.522505307855626,0.521498647812976,4.84935956190041e-06,-9.94395030992785e-06
"23","Italian",0.263002107706123,0.649835301445288,0.649846625209106,0.404901482517648,2.9272132099601e-05,-2.39540122073022e-06
"24","Georgian",0.439972603796882,0.605049020453774,0.60503996925442,0.727328045348767,-5.48333665412335e-05,4.51480740854287e-06
"25","Kinyarwanda",0.27020195276857,0.720995727907027,0.720994955722453,0.374882516165111,-1.71294711603083e-06,4.05503788543098e-07
"26","Kirghiz",0.343367747881767,0.567565448645463,0.56756169792695,0.605103104647688,-1.67297936111108e-05,-8.4193242131609e-06
"27","Latvian",0.323626595600217,0.589932728095295,0.589914494552476,0.548827347337652,-6.84730432393898e-05,-1.61851390733376e-05
"28","Maltese",0.259054112259703,0.543217647274891,0.543215438073964,0.477208673964437,-7.77446023377272e-06,-2.10113967013845e-05
"29","Mongolian",0.290252574162952,0.480730547120783,0.480745824205915,0.603883850052945,8.0197514234149e-05,1.17428848132686e-05
"30","Dutch",0.222314122048165,0.554285312909608,0.554314425427873,0.401666805191742,8.7688227898561e-05,-3.47134879503755e-06
"31","Oriya",0.351955882352941,0.490674596938235,0.490674083769634,0.717656762479291,-3.69936026079836e-06,-3.90001316326396e-05
"32","Panjabi",0.64530612244898,0.732629522142857,0.732678571428571,0.88175410280644,0.000561381605839962,0.000412486330935252
"33","Polish",0.299044542341341,0.569712962652185,0.569711720599842,0.525064483469851,-4.588854661179e-06,6.33516226186028e-07
"34","Portuguese",0.265339306407394,0.611957473467698,0.611932400729864,0.433894106296441,-7.23405579774206e-05,-4.31984398485311e-06
"35","Romansh",0.332671835038363,0.657884662269478,0.65788485541918,0.505922038002774,5.9391749328303e-07,-1.25991403585271e-05
"36","Romanian",0.266723403617168,0.57105940573708,0.571096839483108,0.467396920181189,0.000122986245237394,2.1861210800446e-06
"37","Russian",0.298364281166593,0.597127010750965,0.597140635309643,0.499797949080401,4.56011946348932e-05,3.21241256429285e-06
"38","Yakut",0.347902068476768,0.537027175214156,0.53703125,0.647927317133755,2.1544987458509e-05,3.73392837849267e-06
"39","Slovenian",0.363643172141119,0.629392701798776,0.629384369210039,0.578064225826722,-3.13560292079085e-05,-3.33045097345547e-06
"40","Spanish",0.222462987266035,0.620595275155826,0.620624450073324,0.358815036965328,7.32740865781077e-05,-3.75307468218035e-07
"41","Swedish",0.218148242283681,0.522010568912726,0.5220384351407,0.418591173473344,9.16983457487632e-05,-1.75403565486368e-05
"42","Tamil",0.454470414660662,0.664791229679298,0.664785123966942,0.684044500047676,-2.90313139582918e-05,-3.02639892831757e-05
"43","Tatar",0.305518752251379,0.520378929343429,0.520379874444393,0.587172369051075,4.39865972529262e-06,8.30856431473633e-06
"44","Turkish",0.320967024497149,0.544929191860084,0.54490981402644,0.589167518805465,-8.6530286083825e-05,3.89153701036432e-06
"45","Ukrainian",0.365424436899636,0.588891084856285,0.588898653832741,0.620648301514729,3.38695736770512e-05,3.97147217745672e-06
"46","Vietnamese",0.208694029850746,0.33060482761194,0.330608108108108,0.632509196873814,2.69082637106881e-05,-6.37505537414655e-05
