"","language","Lmin","L","Lrand","corr","corr_min","eta","psi","omega","family","script"
"1","Arabic",3.39893412449865,4.15713422339432,5.55745906610067,-0.122924883775113,-0.189482054077756,0.817614717699302,0.648741562220289,0.648741562220291,"Afro-Asiatic","Arabic"
"2","Indonesian",4.14112082385343,5.98000239492276,7.3572539435681,-0.117024103170941,-0.273272587264949,0.692494843709325,0.428232133863763,0.428232133863764,"Austronesian","Latin"
"3","Russian",5.18276879651014,6.03521939953811,8.07690144805286,-0.127056391047336,-0.180105443051124,0.858753999383484,0.705455586987843,0.705455586987844,"Indo-European","Cyrillic"
"4","Hindi",3.1089632621658,4.09179649932679,5.85008481764207,-0.131119553809178,-0.204411660787888,0.759803979175725,0.641448503005104,0.641448503005103,"Indo-European","Devanagari"
"5","Czech",4.69447524623312,5.43676211597417,7.26792026014421,-0.151101595598545,-0.212352848400938,0.863468944583748,0.7115590713116,0.711559071311602,"Indo-European","Latin"
"6","English",3.77046816063901,4.86016197026847,6.98940211957609,-0.119392223156174,-0.180494286506562,0.775790639016652,0.66147369796015,0.661473697960149,"Indo-European","Latin"
"7","French",3.66060665457931,4.77816435536826,7.54871499808209,-0.126559997210955,-0.177610534715799,0.766111498543709,0.712570329307711,0.71257032930771,"Indo-European","Latin"
"8","German",4.51050133653374,5.72860182205008,8.54529103989536,-0.122922823429192,-0.176081812341246,0.787365133176524,0.698100626037221,0.698100626037221,"Indo-European","Latin"
"9","Icelandic",4.44031093836757,5.31531865013264,7.91267605633803,-0.110978719919085,-0.148365656171684,0.835380008356934,0.7480081494781,0.748008149478098,"Indo-European","Latin"
"10","Italian",3.8312329540111,4.83711088121885,7.73813770959686,-0.136296199945246,-0.183554411329616,0.792049851262808,0.742538405685567,0.742538405685568,"Indo-European","Latin"
"11","Polish",5.17365545388717,6.05720492396814,7.99471341124096,-0.12729689669566,-0.185347277562232,0.854132478400261,0.686802085090886,0.686802085090886,"Indo-European","Latin"
"12","Portuguese",3.56412720201327,4.52404484099748,7.48030383324501,-0.118096528177291,-0.156443283585887,0.787818716939913,0.754883977569139,0.754883977569139,"Indo-European","Latin"
"13","Spanish",3.73327953671619,4.82607870128637,7.58991304347826,-0.114032685696135,-0.159120345893454,0.773563749741814,0.716644279874116,0.716644279874117,"Indo-European","Latin"
"14","Swedish",4.30021980705825,5.40774209305166,7.99324324324324,-0.127540819627072,-0.182174057790738,0.795196910848162,0.700104181538173,0.700104181538172,"Indo-European","Latin"
"15","Japanese",1.44762905768687,1.73096980232041,2.71104699093157,-0.0803337503323005,-0.103558272750391,0.83631098344193,0.775734745266858,0.775734745266858,"Japonic","Japanese"
"16","Japanese-strokes",5.14589481343736,7.70077212273113,13.9068425391591,-0.112912117523997,-0.159395091072403,0.668231020399593,0.708378888987916,0.708378888987917,"Japonic","Japanese"
"17","Japanese-romaji",2.74682623109889,3.83464057572572,6.06619921633326,-0.128824254694425,-0.191622009430685,0.716319085675727,0.672283184364706,0.672283184364707,"Japonic","Latin"
"18","Korean",2.42189982728843,2.75205526770294,3.24355621964886,-0.161803496673837,-0.270491596856469,0.880033135857014,0.598183080562367,0.598183080562369,"Koreanic","Hangul"
"19","Thai",3.15837318308792,4.33298612755078,6.33036954709642,-0.15908234360454,-0.252634827421537,0.728913753728815,0.629692846501727,0.629692846501727,"Kra-Dai","Thai"
"20","Chinese",1.4685346035304,1.66674138414122,2.18329979879276,-0.11035519796334,-0.15269919603128,0.881081262818142,0.72269665349603,0.72269665349603,"Sino-Tibetan","Han (Traditional variant)"
"21","Chinese-strokes",10.473858223592,14.9963014850098,21.5893360160966,-0.10834873754454,-0.182669752500707,0.698429425019338,0.593140002990482,0.593140002990482,"Sino-Tibetan","Han (Traditional variant)"
"22","Chinese-pinyin",3.85374054356963,4.88467357803306,6.52555331991952,-0.118557162408675,-0.193044336623425,0.788945357761538,0.614144732150039,0.614144732150037,"Sino-Tibetan","Latin"
"23","Turkish",5.33285020653671,6.41321834915574,7.93213906178837,-0.123702324786612,-0.211688517716809,0.831540408606039,0.584360106636002,0.584360106636004,"Turkic","Latin"
"24","Finnish",6.55121643965042,7.51114085505078,9.30859037186509,-0.121905230073873,-0.187008480884671,0.872199918238137,0.651870062240935,0.651870062240935,"Uralic","Latin"
