"","language","Lmin","L","Lrand","eta","psi","omega"
"1","Arabic",3.26402938342967,5.54089549331647,5.54110078627591,0.589562450529408,9.01565753189573e-05,2.14174305292967e-05
"2","Czech",4.70136072222949,7.26895167401544,7.26877917668694,0.647026580893479,-6.7187071977707e-05,-1.30666895918357e-05
"3","German",4.56916275214148,8.56319243945841,8.56336889751051,0.534211551916492,4.41785039808434e-05,-5.08807768801888e-06
"4","English",3.78243325410425,6.99688812520038,6.99722662440571,0.541281877194989,0.000105294233979814,1.0633670984153e-05
"5","Finnish",6.5526751241037,9.31113576952171,9.31112072695803,0.703999222150142,-5.45327544831174e-06,-2.28397370052637e-06
"6","French",3.74248193712166,7.47322153646749,7.47287376902417,0.501570782853991,-9.32254462762883e-05,-6.27661382711556e-07
"7","Hindi",3.1089632621658,5.84996686622427,5.85008481764207,0.532038281043855,4.3030349223314e-05,4.58133984812234e-06
"8","Indonesian",4.03864524533218,7.1696358570188,7.16971916971917,0.563630836381914,2.6608346652344e-05,2.30744218334792e-05
"9","Icelandic",4.44030357253039,7.9125395372987,7.91267605633803,0.561977775255656,3.93157819232537e-05,4.72593908581726e-06
"10","Italian",3.8636452527623,7.62155433103549,7.62185305703031,0.507676548569857,7.94862898427117e-05,7.24928246231406e-06
"11","Japanese",1.44762905768687,2.71133396685128,2.71104699093157,0.536100392264203,-0.00022714250933888,-3.12791255187146e-05
"12","Japanese-romaji",2.74682623109889,6.06615685089351,6.06619921633326,0.453569652442905,1.27630850604096e-05,-2.68064134776154e-05
"13","Japanese-strokes",5.14589481343736,13.9069282776812,13.9068425391591,0.371213739733072,-9.7864437479976e-06,-9.94490357566347e-06
"14","Korean",2.42189982728843,3.24354362708117,3.24355621964886,0.746764609263873,1.53258318238088e-05,-2.41053316354726e-05
"15","Polish",5.16840928519761,7.98966860669429,7.98968641114983,0.64721191919047,6.31077868143277e-06,3.06611163681775e-06
"16","Portuguese",3.52758765926082,7.49521469527219,7.4948261589404,0.471839540125514,-9.79362173021107e-05,-2.51030408944632e-05
"17","Russian",5.18979644091666,8.07991900774549,8.08007839843203,0.642660791858406,5.51471063676231e-05,-2.76583444549726e-06
"18","Spanish",3.74915056790603,7.57128165614989,7.57110212691158,0.496085733882573,-4.69731851732743e-05,-6.79268668474899e-06
"19","Swedish",4.29983505406561,7.99361241822958,7.99324324324324,0.538520787223286,-9.99551003919442e-05,-2.29980332433625e-06
"20","Thai",3.15837318308792,6.33039501595568,6.33036954709642,0.499462410589445,-8.0292838785519e-06,-2.26078104488822e-05
"21","Turkish",5.28546409807355,7.87767625853765,7.87773329226979,0.671190735442214,2.20014697013469e-05,2.69066938405045e-05
"22","Chinese",1.4685346035304,2.18330775544971,2.18329979879276,0.673223142854408,-1.11318472161357e-05,-2.89629852649972e-05
"23","Chinese-pinyin",3.85374054356963,6.52552810339031,6.52555331991952,0.591093132155893,9.43798511433666e-06,-1.68085763663181e-05
"24","Chinese-strokes",10.473858223592,21.5895037942841,21.5893360160966,0.485897320223221,-1.50941048749999e-05,-9.46241390734008e-06
