"","language","Lmin","L","Lrand","eta","psi","omega"
"1","Icelandic",4.44030357253039,5.31529585981366,7.91267605633803,0.835382204422775,0.748013126079205,0.397599125538649
"2","Korean",2.42189982728843,2.75205526770294,3.24355621964886,0.880033135857014,0.598183080562367,0.382662558038242
"3","Finnish",6.5526751241037,7.51185879757308,9.31112072695803,0.872310742345253,0.652273848548305,0.392279344717556
"4","Turkish",5.28546409807355,6.36843257443082,7.87773329226979,0.829947406414355,0.582231475503432,0.35586877875981
"5","Czech",4.70136072222949,5.44295433730211,7.26877917668694,0.86375163760051,0.711152027522008,0.336299545519933
"6","German",4.56916275214148,5.80646587455098,8.56336889751051,0.786909430083375,0.690225522324615,0.333257340844503
"7","Swedish",4.29983505406561,5.40735536685198,7.99324324324324,0.795182628540441,0.700135956802283,0.340488672412451
"8","Russian",5.18979644091666,6.04128792728204,8.08007839843203,0.859054642550621,0.705395010285652,0.3025391918344
"9","Chinese",1.4685346035304,1.66674138414122,2.18329979879276,0.881081262818142,0.72269665349603,0.437791568093803
"10","Polish",5.16840928519761,6.05957782600118,7.98968641114983,0.8529322394409,0.68412584052593,0.28651395437651
"11","Thai",3.15837318308792,4.33298612755078,6.33036954709642,0.728913753728815,0.629692846501727,0.280092308015678
"12","Japanese",1.44762905768687,1.73096980232041,2.71104699093157,0.83631098344193,0.775734745266858,0.352639213736973
"13","English",3.78243325410425,4.87170416229064,6.99722662440571,0.776408650464066,0.661169231512927,0.258368808841588
"14","Chinese-strokes",10.473858223592,14.9963014850098,21.5893360160966,0.698429425019338,0.593140002990482,0.238501723245157
"15","Portuguese",3.52758765926082,4.48757502369169,7.4948261589404,0.786078815537853,0.758021262268853,0.260509839561788
"16","Hindi",3.1089632621658,4.09179649932679,5.85008481764207,0.759803979175725,0.641448503005104,0.240333563479951
"17","Chinese-pinyin",3.85374054356963,4.88467357803306,6.52555331991952,0.788945357761538,0.614144732150039,0.229187731715538
"18","Spanish",3.74915056790603,4.85312105620814,7.57110212691158,0.772523603776604,0.711150057435748,0.213620009071255
"19","French",3.74248193712166,4.87770943175161,7.47287376902417,0.76726217284692,0.695681433536974,0.213362310595643
"20","Italian",3.8636452527623,4.89923731299501,7.62185305703031,0.788621780478799,0.724445237153559,0.202354222774324
"21","Japanese-romaji",2.74682623109889,3.83464057572572,6.06619921633326,0.716319085675727,0.672283184364706,0.192821422200453
"22","Arabic",3.26402938342967,4.03492292870906,5.54110078627591,0.808944666626873,0.661453942851419,0.177715501494315
"23","Japanese-strokes",5.14589481343736,7.70077212273113,13.9068425391591,0.668231020399593,0.708378888987916,0.116991306720593
"24","Indonesian",4.03864524533218,5.87550400099249,7.16971916971917,0.687370010240818,0.413345452704397,0.10934748356183
