"","language","Lmin","L","Lrand","corr","corr_min","eta","psi","omega","family","script"
"1","Arabic",3.39893412449865,4.15713422339432,5.55745906610067,-0.152493968646068,-0.810639819266265,0.817614717699302,0.648741562220289,0.188115566274668,"Afro-Asiatic","Arabic"
"2","Indonesian",4.14112082385343,5.98000239492276,7.3572539435681,-0.136654961078002,-0.882132302160972,0.692494843709325,0.428232133863763,0.154914360060545,"Austronesian","Latin"
"3","Russian",5.18276879651014,6.03521939953811,8.07690144805286,-0.23483775961237,-0.733954860755149,0.858753999383484,0.705455586987843,0.319962128693787,"Indo-European","Cyrillic"
"4","Hindi",3.1089632621658,4.09179649932679,5.85008481764207,-0.229852371550646,-0.863704206059408,0.759803979175725,0.641448503005104,0.266123946066365,"Indo-European","Devanagari"
"5","Czech",4.69447524623312,5.43676211597417,7.26792026014421,-0.267249409958574,-0.750236711872746,0.863468944583748,0.7115590713116,0.35622011790314,"Indo-European","Latin"
"6","English",3.77046816063901,4.86016197026847,6.98940211957609,-0.243204687510628,-0.846548246949304,0.775790639016652,0.66147369796015,0.287289812939855,"Indo-European","Latin"
"7","French",3.66060665457931,4.77816435536826,7.54871499808209,-0.206119568773307,-0.844293263064568,0.766111498543709,0.712570329307711,0.24413267023492,"Indo-European","Latin"
"8","German",4.51050133653374,5.72860182205008,8.54529103989536,-0.278350277805053,-0.777076654877236,0.787365133176524,0.698100626037221,0.358201827397617,"Indo-European","Latin"
"9","Icelandic",4.44031093836757,5.31531865013264,7.91267605633803,-0.317513806691155,-0.752495609147152,0.835380008356934,0.7480081494781,0.421947720134888,"Indo-European","Latin"
"10","Italian",3.8312329540111,4.83711088121885,7.73813770959686,-0.217272467036591,-0.842022935436781,0.792049851262808,0.742538405685567,0.25803628130852,"Indo-European","Latin"
"11","Polish",5.17365545388717,6.05720492396814,7.99471341124096,-0.225487235404832,-0.732599261968038,0.854132478400261,0.686802085090886,0.30779069419083,"Indo-European","Latin"
"12","Portuguese",3.56412720201327,4.52404484099748,7.48030383324501,-0.222619070748298,-0.827970305444287,0.787818716939913,0.754883977569139,0.268873254613692,"Indo-European","Latin"
"13","Spanish",3.73327953671619,4.82607870128637,7.58991304347826,-0.197738627664891,-0.82648993868657,0.773563749741814,0.716644279874116,0.239251100841143,"Indo-European","Latin"
"14","Swedish",4.30021980705825,5.40774209305166,7.99324324324324,-0.282018874392917,-0.774979588481543,0.795196910848162,0.700104181538173,0.363904906122097,"Indo-European","Latin"
"15","Japanese",1.44762905768687,1.73096980232041,2.71104699093157,-0.246557710006273,-0.668676532372836,0.83631098344193,0.775734745266858,0.368724933610798,"Japonic","Japanese"
"16","Japanese-strokes",5.14589481343736,7.70077212273113,13.9068425391591,-0.116852952693526,-0.872801016675855,0.668231020399593,0.708378888987916,0.133882695437926,"Japonic","Japanese"
"17","Japanese-romaji",2.74682623109889,3.83464057572572,6.06619921633326,-0.187404986469804,-0.873705812610928,0.716319085675727,0.672283184364706,0.214494379875733,"Japonic","Latin"
"18","Korean",2.42189982728843,2.75205526770294,3.24355621964886,-0.274635664315405,-0.707151875675371,0.880033135857014,0.598183080562367,0.388368713655906,"Koreanic","Hangul"
"19","Thai",3.15837318308792,4.33298612755078,6.33036954709642,-0.289034317691018,-0.904331106782102,0.728913753728815,0.629692846501727,0.319611164012144,"Kra-Dai","Thai"
"20","Chinese",1.4685346035304,1.66674138414122,2.18329979879276,-0.266906428619645,-0.592608186820724,0.881081262818142,0.72269665349603,0.450392746093448,"Sino-Tibetan","Han (Traditional variant)"
"21","Chinese-strokes",10.473858223592,14.9963014850098,21.5893360160966,-0.237032151180985,-0.869332161133856,0.698429425019338,0.593140002990482,0.272660050758766,"Sino-Tibetan","Han (Traditional variant)"
"22","Chinese-pinyin",3.85374054356963,4.88467357803306,6.52555331991952,-0.213952511266136,-0.847416319729354,0.788945357761538,0.614144732150039,0.252476269673999,"Sino-Tibetan","Latin"
"23","Turkish",5.33285020653671,6.41321834915574,7.93213906178837,-0.288171988324784,-0.756520322355547,0.831540408606039,0.584360106636002,0.380917709424533,"Turkic","Latin"
"24","Finnish",6.55121643965042,7.51114085505078,9.30859037186509,-0.280864456152748,-0.685985574823639,0.872199918238137,0.651870062240935,0.409432014988006,"Uralic","Latin"
