repetitions,orthographic_form,meanDuration,medianDuration,stDevDuration
10075,sil,0.6328913151364766,0.61,0.24786458241325188
23259,r,0.05546584117975837,0.050000000000000044,0.023194720992909555
30426,o,0.06568132518240978,0.06000000000000005,0.03084489504628563
7166,b,0.059680435389338544,0.05000000000000071,0.02570243479682984
74986,i,0.06356279838903262,0.05999999999999872,0.033663556570463486
84971,e,0.06290216662155322,0.050000000000000266,0.035069777922695076
188,w,0.07452127659574467,0.04999999999999982,0.07853231191930862
47161,l,0.05692266915459807,0.050000000000000044,0.026630373600145127
94239,a,0.06673606468659471,0.06000000000000005,0.03640207566285647
28451,m,0.06746089768373696,0.0600000000000005,0.02600344648608039
66525,s,0.08392363773017664,0.08000000000000007,0.035376294051656994
56777,t,0.07097204854078236,0.06000000000000005,0.0332017432363521
19009,v,0.05346151822820769,0.04999999999999982,0.02186914164125333
37063,k,0.06573995629064028,0.06000000000000005,0.027411353247926002
12891,j,0.05990923900395625,0.050000000000000266,0.028496024502199613
10160,ä,0.06529429133858268,0.06000000000000005,0.028203632543894543
14033,p,0.06632437825126487,0.06000000000000005,0.026133549415636597
14670,g,0.05740558963871848,0.05999999999999961,0.020416683137841733
44864,u,0.06203838266761768,0.05000000000000071,0.03113544978988078
38036,n,0.05772058050268167,0.050000000000000044,0.027299096604133082
23121,sp,0.36615587561091645,0.25,0.3618215653175703
10096,,0.020742519809825662,0.020000000000000462,0.0016273795480304068
8997,õ,0.055891963987996,0.04999999999999982,0.02414980245576507
12719,h,0.07373221165185943,0.07000000000000006,0.035969310932345296
31011,d,0.059219954209796526,0.050000000000000044,0.030479084299574605
5487,ü,0.07169127027519592,0.0600000000000005,0.03791087409057346
1206,f,0.09450248756218906,0.08999999999999997,0.03903533599827984
84,z,0.1040476190476191,0.10499999999999998,0.04426971036991132
579,c,0.10656303972366149,0.08000000000000007,0.08741006183658998
274,y,0.09262773722627736,0.06999999999999995,0.07169247049402601
2534,ö,0.06932912391475927,0.05999999999999961,0.04259934074777292
25,q,0.0920000000000001,0.06000000000000005,0.07944809626416482
50,x,0.15820000000000004,0.15000000000000036,0.06866410998476567
138,š,0.09514492753623187,0.08999999999999986,0.03780643889731217
93,',0.04010752688172037,0.03000000000000025,0.02393964739797979
53,ž,0.08150943396226414,0.08000000000000007,0.03281717373773116
1,̇,0.03000000000000025,0.03000000000000025,0.0
