repetitions,orthographic_form,meanDuration,medianDuration,stDevDuration
211007,sil,0.7513640779689773,0.71,0.351439152986137
1197586,e,0.06828267865522812,0.06000000000000005,0.04213661245489718
14202,x,0.13796507534150118,0.1299999999999999,0.07820889210266865
230652,p,0.06844016093508837,0.06000000000000005,0.028689049944616542
773803,o,0.07983936479956784,0.0699999999999994,0.060792183001232715
659545,n,0.07602007444526152,0.06999999999999984,0.040884606459688645
514652,l,0.067364121775491,0.06000000000000005,0.035519066704217325
1102283,a,0.07796890635163567,0.06999999999999984,0.049383461477296955
122252,b,0.05900165232470634,0.050000000000000266,0.028476263551549925
619396,r,0.05769896802691655,0.050000000000000044,0.03102410876670893
114292,g,0.06358450285234313,0.05999999999999961,0.0336604117078625
40526,á,0.0829561269308592,0.07000000000000028,0.042321371139848074
85662,f,0.09124022320282041,0.08999999999999986,0.055096625946094345
596820,i,0.06582921148755068,0.06000000000000005,0.02941807201201901
424538,c,0.08017390669386489,0.07000000000000028,0.0556039031494519
445811,d,0.059799690900404004,0.050000000000000044,0.033386168917795646
257113,m,0.07865782749219213,0.07000000000000028,0.031367728906190454
441092,t,0.06640476363207677,0.06000000000000005,0.028706760884182298
16897,ñ,0.10720423743859858,0.10000000000000053,0.03497319138028743
700774,s,0.10031079920202521,0.08999999999999986,0.06090821800292272
426588,sp,0.4862993333145799,0.35000000000000053,0.5103033377605024
211692,,0.02022946280445176,0.020000000000000462,0.002347424462591275
47874,í,0.10912666583114007,0.09000000000000008,0.08607250503328827
358107,u,0.06427070679992292,0.05999999999999983,0.03296951788842419
41116,q,0.055201381457340215,0.04999999999999999,0.022494085094228965
75626,ó,0.08265993176949726,0.06999999999999984,0.05190537276383257
12147,ú,0.08491150078208612,0.07999999999999963,0.04540985374455886
78069,h,0.05570123864786278,0.04999999999999982,0.04035771972794174
75280,y,0.1094095377258236,0.09999999999999987,0.07869360858611645
41422,j,0.09517454492781613,0.09999999999999964,0.03947775047521648
96852,v,0.06012658489241317,0.05000000000000071,0.030583514201344537
9068,k,0.0867247463608293,0.07000000000000028,0.05631584022714447
34662,z,0.10499221048987366,0.10000000000000009,0.05096941145499706
3708,é,0.09001078748651564,0.06999999999999995,0.06560440012840864
5877,w,0.12492428109579716,0.1200000000000001,0.07302512067756117
684,',0.049634502923976614,0.03000000000000025,0.05127338470531159
443,ü,0.05656884875846502,0.050000000000000266,0.02835539729151259
1,肋,0.03000000000000025,0.03000000000000025,0.0
1,肌,0.02999999999999936,0.02999999999999936,0.0
1,背,0.03000000000000025,0.03000000000000025,0.0
79,spn,0.5268354430379747,0.5100000000000001,0.4595307025563062
71,ō,0.09816901408450705,0.09000000000000008,0.05660114613767458
26,ū,0.10038461538461546,0.08499999999999996,0.0568723786703291
3,б,0.21333333333333324,0.2599999999999998,0.13474255287605133
6,а,0.0433333333333333,0.03000000000000025,0.019720265943665452
1,ю,0.029999999999999805,0.029999999999999805,0.0
3,к,0.059999999999999755,0.029999999999999805,0.0424264068711931
3,т,0.11333333333333329,0.13000000000000034,0.06236095644623237
2,ь,0.08499999999999974,0.08499999999999974,0.05499999999999994
110,ö,0.09154545454545453,0.08000000000000007,0.06182359601958939
14,à,0.09714285714285718,0.0950000000000002,0.05482811732112992
8,æ,0.09249999999999994,0.09000000000000008,0.050928871968658446
13,š,0.08461538461538463,0.08000000000000007,0.03477739863217637
35,’,0.05028571428571425,0.03000000000000025,0.033251054916516976
6,ś,0.2416666666666666,0.04500000000000015,0.3663066414297666
8,ć,0.06125000000000003,0.06000000000000005,0.0257087047515038
1,$,0.20000000000000018,0.20000000000000018,0.0
42,ä,0.07642857142857146,0.06000000000000005,0.05605360650949304
1,ż,0.14000000000000012,0.14000000000000012,0.0
5,å,0.23000000000000004,0.03000000000000025,0.38031565836815096
14,č,0.08357142857142866,0.06000000000000005,0.05995321305069515
28,â,0.0767857142857143,0.07999999999999985,0.03515817029902884
6,ř,0.05166666666666684,0.03000000000000025,0.03670452590924213
19,ā,0.14684210526315786,0.08999999999999986,0.2613538160703135
3,û,0.12666666666666684,0.03000000000000025,0.13670731102939926
63,ã,0.06460317460317454,0.04999999999999982,0.043308615544693736
6,ç,0.17499999999999993,0.17999999999999994,0.026925824035672542
19,ø,0.09157894736842115,0.0900000000000003,0.04793231608432615
5,î,0.10799999999999992,0.08999999999999986,0.04534313619501861
12,ô,0.0975000000000001,0.0950000000000002,0.05463896655928511
30,ë,0.12166666666666669,0.10499999999999998,0.06083219177011098
13,ê,0.10923076923076912,0.08000000000000007,0.08818350957490151
13,ł,0.08538461538461536,0.0699999999999994,0.06246419092511332
8,ʻ,0.07375,0.03000000000000025,0.07631145064798597
4,¡,0.06000000000000005,0.04999999999999982,0.033166247903553964
8,ː,0.16,0.05500000000000016,0.26234519244689813
4,ź,0.39250000000000007,0.3650000000000002,0.3645802380820988
1,ŏ,0.3200000000000003,0.3200000000000003,0.0
8,ò,0.10749999999999996,0.11499999999999999,0.04351723796382309
10,ß,0.09099999999999997,0.04999999999999982,0.10653168542738803
5,ý,0.11199999999999992,0.08999999999999986,0.07054076835419391
6,ž,0.08000000000000003,0.08000000000000007,0.02943920288775943
5,ş,0.16799999999999993,0.08000000000000007,0.12023310692151301
4,ė,0.15249999999999997,0.1399999999999999,0.02165063509461121
5,ń,0.272,0.03000000000000025,0.2965400478856102
9,ð,0.15333333333333338,0.03000000000000025,0.1793197020841702
1,‧,0.029999999999999805,0.029999999999999805,0.0
1,ا,0.029999999999999805,0.029999999999999805,0.0
1,ل,0.03000000000000025,0.03000000000000025,0.0
1,م,0.029999999999999805,0.029999999999999805,0.0
1,د,0.03000000000000025,0.03000000000000025,0.0
1,و,0.029999999999999805,0.029999999999999805,0.0
1,ر,0.03000000000000025,0.03000000000000025,0.0
17,´,0.08705882352941181,0.03000000000000025,0.20186672090857527
3,`,0.10333333333333343,0.13000000000000012,0.05249338582674529
2,ș,0.030000000000000027,0.030000000000000027,2.220446049250313e-16
2,ă,0.03499999999999992,0.03499999999999992,0.0050000000000001155
1,ṁ,0.05999999999999961,0.05999999999999961,0.0
