repetitions,orthographic_form,meanDuration,medianDuration,stDevDuration
3218,sil,0.7072964574269732,0.66,0.27584802247600043
3042,b,0.053195266272189345,0.040000000000000036,0.030347223621553822
4913,e,0.071129656014655,0.050000000000000044,0.05244176285726078
9007,i,0.054532030642833344,0.040000000000000036,0.03454827126697239
3213,d,0.07032679738562092,0.06000000000000005,0.0409730573599994
7906,h,0.044897546167467745,0.03000000000000025,0.027115681509193627
4621,s,0.12144124648344513,0.11999999999999966,0.053061643805781405
1901,í,0.11643345607574962,0.10000000000000009,0.06688381673214705
15696,a,0.06359964322120286,0.04999999999999982,0.04307735805073378
4015,l,0.06095641344956414,0.050000000000000044,0.03672023196013874
4409,sp,0.4453821728283058,0.3099999999999996,0.4501163330989814
3324,,0.020712864019253922,0.020000000000000462,0.0015501076720624857
7568,n,0.06983350951374208,0.06000000000000005,0.04643414461582551
477,p,0.09176100628930817,0.08999999999999986,0.03779345707565689
5764,r,0.07616238723108952,0.06000000000000005,0.048659176691837884
4002,o,0.07078460769615191,0.050000000000000044,0.05255381176844192
2769,m,0.07535572408811846,0.06999999999999995,0.04447468191911959
4091,c,0.08797360058665363,0.08000000000000007,0.04269662740662443
4405,t,0.07882179341657207,0.06999999999999984,0.053800373239303007
2322,u,0.05942721791559001,0.040000000000000036,0.041654717665611185
3177,g,0.06762983947119924,0.06000000000000005,0.04046648314171899
1373,f,0.08408594319009469,0.07000000000000028,0.056393024747159105
2477,á,0.11480016148566816,0.10000000000000009,0.06681286443062952
1581,é,0.12161290322580645,0.10000000000000009,0.08049258178357069
873,ó,0.12785796105383734,0.1200000000000001,0.06455322166598519
724,ú,0.10729281767955802,0.09999999999999987,0.06411201698507805
28,y,0.14392857142857146,0.135,0.09209231725806011
19,v,0.07263157894736841,0.06000000000000005,0.050454993520871017
48,',0.04312500000000003,0.03000000000000025,0.023905739373631645
35,’,0.06371428571428568,0.030000000000000027,0.09954426766263239
5,x,0.11400000000000002,0.1200000000000001,0.03555277766926243
9,w,0.15999999999999984,0.07999999999999918,0.2320440571194284
7,k,0.03857142857142864,0.03000000000000025,0.014568627181693708
4,spn,0.25250000000000017,0.13500000000000023,0.2681767141270844
16,j,0.17249999999999996,0.15500000000000003,0.06959705453537526
