repetitions,orthographic_form,meanDuration,medianDuration,stDevDuration
68,,0.34820588235294125,0.21600000000000041,0.381330355420858
1,рыбжьара,0.7999999999999998,0.7999999999999998,0.0
1,шьоукы,0.6699999999999999,0.6699999999999999,0.0
1,иуаа,0.6500000000000004,0.6500000000000004,0.0
1,бзиақәоуп,0.8699999999999997,0.8699999999999997,0.0
1,шьоукгьы,0.8699999999999992,0.8699999999999992,0.0
2,ус,0.06999999999999984,0.06999999999999984,0.010000000000000231
1,иҟам,1.2200000000000006,1.2200000000000006,0.0
1,ажәҩанқәеи,0.6299999999999999,0.6299999999999999,0.0
1,адгьыли,0.94,0.94,0.0
1,рыҟны,0.15999999999999992,0.15999999999999992,0.0
1,иҟоу,0.3900000000000001,0.3900000000000001,0.0
5,зегьы,0.6419999999999999,0.6699999999999999,0.22745549015137015
3,аллаҳ,0.5500000000000002,0.5500000000000003,0.11430952132988156
1,ирҽхәаԥхьыӡ,0.7000000000000002,0.7000000000000002,0.0
1,еиҭарҳәоит,0.34999999999999964,0.34999999999999964,0.0
4,уи,0.23000000000000018,0.17500000000000027,0.12942179105544788
1,дҳаракӡоуп,0.47999999999999954,0.47999999999999954,0.0
1,иҟаиҵо,0.6000000000000005,0.6000000000000005,0.0
1,аҟәыӷара,0.5700000000000003,0.5700000000000003,0.0
1,аҵоуп,0.8599999999999994,0.8599999999999994,0.0
3,иара,0.3833333333333333,0.38000000000000034,0.20005554784164886
1,шәнызқьҩыла,0.7700000000000002,0.7700000000000002,0.0
1,иҟаз,0.46999999999999975,0.46999999999999975,0.0
1,иҵегьы,0.3799999999999999,0.3799999999999999,0.0
1,аизҳара,0.7400000000000002,0.7400000000000002,0.0
1,иаҿыз,0.5499999999999998,0.5499999999999998,0.0
1,иуаажәлар,0.6299999999999999,0.6299999999999999,0.0
1,цҳаражәҳәаҩыс,1.2600000000000007,1.2600000000000007,0.0
1,дырзынаҳашьҭит,1.2899999999999991,1.2899999999999991,0.0
3,урҭ,0.31333333333333335,0.31999999999999995,0.03299831645537224
3,раасҭа,0.6366666666666668,0.5800000000000001,0.1880307303489393
1,иҳаракӡоу,2.5300000000000002,2.5300000000000002,0.0
1,рынцәа,0.6899999999999995,0.6899999999999995,0.0
1,ицәшәоит,0.96,0.96,0.0
1,ирыдҵоу,0.4300000000000006,0.4300000000000006,0.0
1,нарыгӡоит,2.6799999999999997,2.6799999999999997,0.0
1,арҭ,0.32999999999999996,0.32999999999999996,0.0
1,агәы,0.4,0.4,0.0
1,рызҭоуп,0.73,0.73,0.0
2,аха,0.32000000000000006,0.32000000000000006,0.020000000000000018
1,ала,0.09999999999999964,0.09999999999999964,0.0
1,аиаша,0.3400000000000003,0.3400000000000003,0.0
1,рзеилкаауам,2.0100000000000002,2.0100000000000002,0.0
1,нас,0.24,0.24,0.0
1,иусуф,0.6999999999999997,0.6999999999999997,0.0
1,иҟны,0.5899999999999999,0.5899999999999999,0.0
1,инеит,1.33,1.33,0.0
1,амала,0.97,0.97,0.0
1,ишәиҭаз,0.6599999999999999,0.6599999999999999,0.0
1,ашәыҟәқәа,1.12,1.12,0.0
3,рыла,0.3633333333333335,0.46000000000000085,0.1732692189115605
1,шәԥишәарц,0.4500000000000002,0.4500000000000002,0.0
1,азы,0.16999999999999993,0.16999999999999993,0.0
1,хаз,0.20000000000000018,0.20000000000000018,0.0
1,хазы,0.9699999999999998,0.9699999999999998,0.0
1,шәишеит,0.9699999999999998,0.9699999999999998,0.0
2,ҳара,0.6949999999999998,0.6949999999999998,0.125
1,рхаҭақәагьы,0.8999999999999999,0.8999999999999999,0.0
1,изхылҵызгьы,1.48,1.48,0.0
1,ҳаҭәашьара,0.8199999999999994,0.8199999999999994,0.0
1,иаҵанакит,2.360000000000001,2.360000000000001,0.0
1,мамзар,0.87,0.87,0.0
2,зынӡа,0.3999999999999996,0.3999999999999996,0.04999999999999971
1,ииашамыз,1.25,1.25,0.0
1,акы,0.29000000000000004,0.29000000000000004,0.0
1,ҟаҳҵон,0.8500000000000001,0.8500000000000001,0.0
2,ҳарҭ,0.3500000000000001,0.3500000000000001,0.10999999999999988
1,ҳаԥсны,0.8600000000000001,0.8600000000000001,0.0
1,анышә,0.5499999999999998,0.5499999999999998,0.0
1,ҳанафа,0.6299999999999999,0.6299999999999999,0.0
1,ашьҭахь,1.2399999999999998,1.2399999999999998,0.0
1,еиҭах,0.4500000000000002,0.4500000000000002,0.0
2,аԥсы,0.4249999999999996,0.4249999999999996,0.09500000000000042
1,ҳхалоума,0.7400000000000002,0.7400000000000002,0.0
5,ҳәарада,0.6519999999999999,0.5999999999999999,0.24999199987199597
1,уаргьы,1.0299999999999998,1.0299999999999998,0.0
1,уԥсуеит,0.3900000000000001,0.3900000000000001,0.0
2,даргьы,1.255,1.255,0.5650000000000001
1,ԥсуеит,1.8800000000000003,1.8800000000000003,0.0
2,убас,0.2250000000000001,0.2250000000000001,0.10499999999999998
