repetitions,orthographic_form,meanDuration,medianDuration,stDevDuration
32426,sil,0.7933399124159625,0.74,0.3689719467969623
30035,spn,3.1125839853504247,2.9800000000000004,1.9074305907498397
31685,sp,1.601978223133975,0.9800000000000004,1.5424185955935026
32570,,0.020137893767270494,0.020000000000000018,0.0024582570171883047
1,邀,0.86,0.86,0.0
20,请,0.2715,0.19000000000000003,0.26333011601410117
14,资,0.2135714285714286,0.14,0.21124147126848336
6,深,0.5216666666666667,0.3900000000000001,0.27954824668064404
73,就,0.21657534246575344,0.13999999999999968,0.27889320968016534
34,业,0.22499999999999992,0.21999999999999992,0.12474090795583886
1,谘,0.7600000000000002,0.7600000000000002,0.0
10,商,0.12999999999999998,0.1200000000000001,0.08378544026261363
5,师,0.42000000000000004,0.09999999999999998,0.5914727381714223
214,我,0.15378504672897195,0.12,0.14400860099166735
112,们,0.2067857142857143,0.14000000000000007,0.2174865114278612
21,决,0.1838095238095238,0.13000000000000034,0.19009962777639947
49,定,0.2446938775510204,0.23999999999999977,0.21523695571479534
23,走,0.2743478260869566,0.1200000000000001,0.44924890057649247
68,下,0.33411764705882363,0.275,0.343760498424145
21,山,0.4376190476190476,0.2899999999999999,0.4325330129091141
95,这,0.17536842105263153,0.13000000000000012,0.15019853896770513
11,种,0.3918181818181817,0.10000000000000009,0.44826571222917616
58,地,0.19879310344827586,0.18999999999999995,0.15145361855408812
41,方,0.1909756097560975,0.18999999999999995,0.13551716438938788
14,景,0.4114285714285713,0.11999999999999916,0.4377027227118742
17,物,0.19588235294117645,0.19000000000000006,0.10704912690411943
3,李,0.09000000000000001,0.030000000000000027,0.08485281374238568
16,泽,0.19,0.1700000000000002,0.10523782589924592
1,藩,0.8300000000000001,0.8300000000000001,0.0
56,出,0.2898214285714285,0.23500000000000004,0.25387349965392336
66,生,0.23939393939393946,0.20000000000000018,0.19452256072223528
33,新,0.47787878787878785,0.25,0.5893949520907401
2,竹,0.32499999999999996,0.32499999999999996,0.29500000000000015
116,他,0.16267241379310346,0.1399999999999999,0.13841066930310042
20,带,0.24950000000000006,0.20499999999999985,0.2438129405917578
182,了,0.31170329670329666,0.03000000000000025,0.4880166857736807
197,一,0.19781725888324872,0.16999999999999993,0.17721422152656938
11,群,0.29545454545454547,0.25,0.15985013642691231
691,人,0.4181476121562952,0.41999999999999993,0.2456623079098283
133,来,0.2081203007518797,0.19000000000000017,0.16308653718328767
95,大,0.22705263157894737,0.20000000000000018,0.1895972111954044
6,张,0.5950000000000001,0.3300000000000001,0.5786982518261712
1,伟,0.3699999999999999,0.3699999999999999,0.0
30,巴,0.16300000000000006,0.1650000000000001,0.10057004192767015
95,里,0.21052631578947364,0.18000000000000016,0.18592227250316828
16,奥,0.21500000000000002,0.20999999999999996,0.15406978938130603
57,斯,0.3152631578947369,0.2799999999999998,0.15925380012164733
60,可,0.15166666666666667,0.13999999999999996,0.11915209701143419
89,以,0.22280898876404495,0.2,0.17288684851981145
16,指,0.24875,0.21999999999999986,0.11671948209275095
10,穆,0.46299999999999997,0.030000000000000027,0.7101556167488925
18,龙,0.24944444444444447,0.17499999999999993,0.24332128331401723
590,口,0.15910169491525425,0.15999999999999992,0.05829823816719034
586,变,0.3744880546075085,0.3799999999999999,0.12198931593388619
587,化,0.24459965928449742,0.2599999999999998,0.07735822246217541
597,图,0.21805695142378562,0.18000000000000016,0.16430935638523847
