repetitions,orthographic_form,meanDuration,medianDuration,stDevDuration
151,sil,0.7955629139072847,0.7,0.412873368270794
64,b,0.08296875000000002,0.06000000000000005,0.07402870405077683
24,ố,0.10166666666666668,0.09000000000000019,0.07442371187255371
269,sp,0.5902973977695166,0.45999999999999996,0.4526665160486169
512,n,0.0692578125,0.050000000000000044,0.057219389482192524
59,ó,0.15288135593220342,0.08000000000000007,0.2714121941695402
255,t,0.09882352941176471,0.07000000000000006,0.09275409316740667
380,h,0.07344736842105264,0.040000000000000036,0.08847217741914866
42,ì,0.1530952380952381,0.14500000000000002,0.1066701211175324
52,k,0.10461538461538462,0.07000000000000006,0.1248762701246185
53,ô,0.12169811320754718,0.04999999999999982,0.15500134934356796
206,g,0.07975728155339806,0.040000000000000036,0.0806673579656216
269,i,0.09144981412639404,0.050000000000000266,0.10358866633780815
265,c,0.08769811320754715,0.07000000000000006,0.0724997293178188
101,u,0.07376237623762379,0.039999999999999813,0.07908951546026591
92,y,0.11793478260869565,0.10000000000000009,0.0973400364866051
17,ệ,0.16823529411764707,0.16999999999999993,0.10071715165093881
140,m,0.08714285714285712,0.05999999999999994,0.09376479475098248
151,a,0.1067549668874172,0.06999999999999984,0.11859301917560043
17,q,0.10705882352941173,0.10999999999999988,0.04469039979581785
1,ỷ,0.14999999999999947,0.14999999999999947,0.0
172,,0.02050000000000002,0.020000000000000462,0.002252905101274536
42,s,0.13571428571428573,0.040000000000000036,0.2583477064248219
113,đ,0.061150442477876106,0.03000000000000025,0.06421413585159462
15,ọ,0.12066666666666673,0.08000000000000007,0.11800941582018878
14,ặ,0.10142857142857135,0.03500000000000003,0.1192750209064953
13,ữ,0.14384615384615393,0.1200000000000001,0.09319445852941956
49,á,0.0706122448979592,0.040000000000000036,0.0596044157816744
33,â,0.116969696969697,0.06999999999999984,0.17502354557592747
96,o,0.131875,0.09999999999999987,0.12211941304177097
85,l,0.1335294117647059,0.08000000000000007,0.15535693916498486
30,ớ,0.12133333333333338,0.07500000000000018,0.10849679974799052
101,à,0.09732673267326734,0.07000000000000028,0.08199119838188032
59,r,0.0755932203389831,0.04999999999999982,0.06923972570030267
35,ả,0.12828571428571428,0.07999999999999985,0.13239520306989358
11,ồ,0.11272727272727265,0.08000000000000007,0.11771235426711771
35,ấ,0.08599999999999997,0.040000000000000036,0.10428532289554725
4,ự,0.14000000000000018,0.1000000000000002,0.11532562594670791
22,ậ,0.08409090909090906,0.040000000000000036,0.09833426716650488
34,e,0.10352941176470588,0.03500000000000003,0.14572097335704487
67,v,0.13388059701492536,0.08999999999999986,0.11054755475509236
2,è,0.12,0.12,0.01000000000000012
57,ư,0.09175438596491226,0.040000000000000036,0.12519630630470793
20,ợ,0.2545,0.03500000000000014,0.571799571528346
33,ờ,0.12969696969696967,0.04999999999999982,0.13055789029426754
37,ê,0.12729729729729727,0.09999999999999964,0.17646144435554972
43,p,0.1111627906976744,0.06000000000000005,0.12426919958020588
9,í,0.4466666666666668,0.040000000000000036,0.5128135896968584
23,ộ,0.10173913043478258,0.04999999999999993,0.11649415637193598
10,ũ,0.13999999999999996,0.11500000000000005,0.11865917579353052
35,ế,0.1371428571428572,0.09000000000000008,0.12860951816745644
16,d,0.06812500000000002,0.05500000000000001,0.04585558172131286
24,ề,0.1404166666666667,0.10999999999999988,0.12464881222413987
12,ể,0.1241666666666667,0.045000000000000095,0.1498587297720386
23,ơ,0.20652173913043478,0.07000000000000006,0.24816909900574496
13,ò,0.10384615384615387,0.07000000000000006,0.06878488894187128
18,ứ,0.22666666666666668,0.05500000000000016,0.41597275551811486
8,ã,0.2099999999999999,0.07499999999999984,0.29744747435471697
3,ý,0.1033333333333329,0.10999999999999943,0.057348835113617734
6,ỏ,0.10500000000000008,0.10499999999999993,0.06474308199851671
5,ẫ,0.08000000000000003,0.07999999999999996,0.044721359549995704
1,õ,0.19999999999999996,0.19999999999999996,0.0
17,x,0.25,0.040000000000000036,0.49630398654335195
5,ử,0.25599999999999995,0.05999999999999961,0.27724357521861537
18,ầ,0.07277777777777777,0.050000000000000044,0.06470493331316962
17,ủ,0.09823529411764709,0.06000000000000005,0.08651659440400106
2,ẳ,0.04000000000000001,0.04000000000000001,0.009999999999999981
23,ắ,0.10478260869565215,0.07000000000000028,0.0781787008254801
10,ù,0.18800000000000006,0.21999999999999997,0.11426285485668561
30,ạ,0.12800000000000006,0.1050000000000002,0.09954563442629383
17,ú,0.27705882352941175,0.030000000000000027,0.7583089910792021
6,ă,0.10499999999999991,0.10499999999999987,0.06922186552431725
11,ở,0.4136363636363635,0.10000000000000009,0.9770574815813293
7,ỉ,0.10428571428571422,0.08999999999999986,0.08533248298896046
11,ị,0.09363636363636368,0.06999999999999984,0.06839361045019643
5,ĩ,0.2959999999999997,0.029999999999999916,0.3580837890773611
5,ẽ,0.43199999999999983,0.029999999999999805,0.7266470945376442
2,ỡ,0.18499999999999994,0.18499999999999994,0.06500000000000006
2,ụ,0.15000000000000036,0.15000000000000036,0.08000000000000007
6,ẻ,0.2800000000000001,0.12500000000000033,0.3154890383727036
8,ừ,0.42874999999999996,0.19999999999999984,0.516972859539067
